startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,85.67824,74.49303,5.4
3.259765625,43.663795,38.2274,6.5
6.51953125,63.000736,88.35899,6.5
9.779296875,49.519127,44.202473,6.75
13.0390625,56.459972,51.387264,5.4
16.298828125,75.962135,59.541367,6.75
19.55859375,33.90485,26.672852,6.75
22.818359375,67.38735,82.31603,9.0
26.078125,78.09425,53.397324,9.333333
29.337890625,71.88095,55.57371,6.75
32.59765625,55.957157,56.25407,8.666667
35.857421875,65.71288,60.654613,6.75
39.1171875,45.615585,34.25794,6.75
42.376953125,45.227455,34.95166,6.5
45.63671875,63.106453,56.341946,6.75
48.896484375,44.85304,29.197748,6.5
52.15625,51.62552,46.590935,6.5
55.416015625,42.14853,28.622446,6.5
58.67578125,55.699554,54.339012,5.2
61.935546875,62.024986,47.75061,6.5
65.1953125,109.41714,67.69816,8.333333
68.455078125,74.14255,81.87035,6.0
71.71484375,45.123795,38.646305,8.0
74.974609375,68.1621,58.853592,8.333333
78.234375,64.85182,66.93984,8.0
81.494140625,59.718735,74.47864,8.0
84.75390625,42.32517,39.362453,8.333333
88.013671875,40.75937,42.171597,8.333333
91.2734375,56.577957,58.942646,6.25
94.533203125,54.939964,63.548336,6.5
97.79296875,70.7208,61.982723,6.5
101.052734375,82.69911,82.55897,9.0
104.3125,94.67355,77.71829,6.75
107.572265625,53.09033,64.636116,5.4
110.83203125,49.95115,50.207092,6.5
114.091796875,78.01013,83.270035,8.666667
117.3515625,76.08453,88.44271,5.2
120.611328125,71.94963,50.396683,6.5
123.87109375,62.959736,62.039318,6.5
127.130859375,57.961323,62.84997,6.25
130.390625,26.041887,37.577938,4.8
133.650390625,75.07981,99.77086,5.2
136.91015625,25.788155,36.485207,5.0
140.169921875,76.182304,47.676857,5.0
143.4296875,31.797802,40.057636,4.3333335
146.689453125,68.13282,84.80432,5.2
149.94921875,31.602423,36.57006,5.0
153.208984375,55.77663,62.91003,5.2
156.46875,37.70197,41.72197,5.2
159.728515625,36.65356,41.004463,4.3333335
