startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,82.135345,84.99442,5.3333335
3.302734375,83.27801,53.665344,6.2
6.60546875,141.31874,194.29834,8.0
9.908203125,135.13902,189.32805,8.0
13.2109375,140.34286,215.48537,7.5
16.513671875,143.90196,210.52524,8.0
19.81640625,131.80116,170.56422,11.333333
23.119140625,209.04669,219.45766,10.666667
26.421875,172.80234,201.75854,10.666667
29.724609375,191.01149,173.55159,11.333333
33.02734375,173.51447,235.83862,11.666667
36.330078125,170.92221,214.29929,6.6
39.6328125,137.7816,191.91951,5.6666665
42.935546875,147.73447,200.9026,5.8333335
46.23828125,158.4314,205.9612,8.5
49.541015625,156.74055,219.00243,8.0
52.84375,126.63281,160.56148,10.0
56.146484375,130.00264,169.69336,10.0
59.44921875,138.08417,168.43149,8.0
62.751953125,120.414314,148.15627,10.333333
66.0546875,123.5581,157.57417,6.4
69.357421875,91.81041,99.23849,3.875
72.66015625,88.573814,95.611145,3.5555556
75.962890625,90.04589,92.000404,4.571429
79.265625,80.32675,87.584236,4.714286
82.568359375,73.82101,81.29186,4.714286
85.87109375,96.543526,92.324585,7.0
89.173828125,114.69584,115.12271,6.0
92.4765625,102.78261,101.88875,6.0
95.779296875,74.83573,62.66716,4.857143
99.08203125,103.27471,96.90764,5.6666665
102.384765625,101.352135,84.24315,5.8333335
105.6875,86.48019,80.972466,5.6666665
108.990234375,43.61042,62.83186,6.4
112.29296875,57.759274,87.46889,8.0
115.595703125,66.04441,87.76829,7.75
118.8984375,66.20439,86.54321,8.0
122.201171875,88.56587,94.9503,8.25
125.50390625,105.154465,109.66492,7.0
128.806640625,87.01343,97.52432,6.6
132.109375,97.25743,86.391624,6.8
135.412109375,81.10334,99.32872,4.25
138.71484375,83.59805,65.48774,4.857143
142.017578125,107.825714,79.82293,5.6666665
145.3203125,30.832766,16.757414,5.3333335
148.623046875,39.056004,44.072884,5.3333335
151.92578125,116.17771,162.41187,4.428571
155.228515625,113.26731,160.74448,3.3333333
158.53125,117.20696,166.67226,3.4444444
161.833984375,119.08077,163.3872,3.4444444
