startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,45.610523,58.300045,6.25
2.20703125,23.179186,12.326885,6.25
4.4140625,22.693262,10.411579,4.1666665
6.62109375,20.155392,10.093771,3.125
8.828125,16.074959,9.295762,2.6666667
11.03515625,10.756653,9.942354,2.4
13.2421875,7.5516195,10.270573,2.0
15.44921875,10.102325,10.5729475,2.0
17.65625,56.807774,56.023804,2.4
19.86328125,10.492903,10.674425,2.6666667
22.0703125,9.99746,9.680334,3.0
24.27734375,9.115215,9.507457,2.6666667
26.484375,9.728402,9.782594,3.0
28.69140625,52.161934,51.70371,2.6666667
30.8984375,10.345659,8.175581,2.6666667
33.10546875,9.957635,6.4392624,3.4285715
35.3125,9.013434,5.4181714,3.0
37.51953125,9.1786785,5.539263,3.0
39.7265625,49.71671,50.8139,3.0
41.93359375,8.865004,6.2164736,3.0
44.140625,9.251049,6.7535553,2.6666667
46.34765625,7.868909,6.335397,2.4
48.5546875,7.2582383,6.5044956,2.3
50.76171875,51.185455,52.559532,3.0
52.96875,9.130365,7.7378397,3.4285715
55.17578125,8.365673,7.262392,3.4285715
57.3828125,8.445013,7.262392,3.0
59.58984375,50.493835,53.01981,2.6666667
61.796875,9.942007,7.250964,2.4
64.00390625,50.026695,50.02123,2.7777777
66.2109375,11.759957,10.836343,3.4285715
68.41796875,12.708914,10.897393,4.0
70.625,50.58757,50.77472,4.8
72.83203125,16.213436,11.475626,4.8
75.0390625,51.879524,49.886,5.0
77.24609375,16.376291,11.330174,3.4285715
79.453125,52.829952,48.180145,3.0
81.66015625,58.179726,53.652622,2.6666667
83.8671875,12.38282,11.669109,2.6666667
86.07421875,12.999715,11.188897,2.5555556
88.28125,113.38951,121.01771,3.0
90.48828125,148.21353,180.8865,3.5714285
92.6953125,149.77838,194.96275,3.4285715
94.90234375,197.46988,255.08081,6.5
97.109375,196.58458,254.99976,6.5
99.31640625,207.9497,247.006,6.5
101.5234375,191.22821,244.25903,6.5
103.73046875,195.33763,235.02615,6.25
105.9375,189.72719,230.28595,8.666667
108.14453125,159.02435,209.83372,6.25
