startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate,SpRQADet,SpRQALam
0.0,3507.7750270195916,83980.39169921032,92635.37455326598,2.396817629541935,25.714285714285715,37.03703703703704,14.814814814814815
2.14,3260.0224640412175,95580.15323123756,92040.8247554861,2.5042675581281375,22.727272727272727,43.333333333333336,26.666666666666668
4.28,2493.080214759144,72586.76849089174,79620.78533473541,2.752510566433595,48.484848484848484,54.6875,53.125
6.42,1348.0934148078838,29947.504750985467,25110.168083317345,4.378816344960985,57.77777777777778,59.61538461538462,65.38461538461539
8.56,1846.379397747646,32925.91311014907,32640.78308537882,2.617180927590455,51.515151515151516,66.1764705882353,64.70588235294119
10.7,2936.782153537405,52403.797929981214,74538.00096280244,2.371236863375664,54.166666666666664,76.92307692307693,56.92307692307693
12.84,3610.035252282453,51381.24753173404,76643.86989987083,2.435151526093134,55.88235294117647,69.73684210526316,46.05263157894737
14.98,3761.541851297495,56823.831830593364,79394.14860755275,2.7345421626760453,50.73529411764706,56.52173913043478,27.536231884057973
17.12,3869.1946794963296,53082.83982992962,79896.56356789474,2.28159038379909,54.3859649122807,68.81720430107526,44.086021505376344
19.26,3344.750838663952,44526.33794440539,50349.00446373364,2.187139554780689,56.86274509803921,71.83908045977012,47.12643678160919
21.4,3947.4361226654987,43774.52533166682,50349.00446373364,2.210543930649716,57.30994152046784,57.6530612244898,24.48979591836735
23.54,3965.668770656899,41273.10591993384,50349.00446373364,2.3239034744022598,55.78947368421053,62.264150943396224,27.358490566037737
25.68,4004.5729084029467,44089.3942425052,50679.463749190094,2.3121639736446418,56.19047619047619,63.13559322033898,38.13559322033898
27.82,4732.474047698196,47829.254589612116,51217.16033973126,2.193039069055394,49.01185770750988,60.48387096774193,42.74193548387097
29.96,4371.577450155709,43093.08859870941,43257.82312139915,2.3064037238202255,55.84415584415584,59.30232558139535,37.98449612403101
32.1,2980.730401483927,36258.895146932955,38225.954367484665,2.49708302127287,58.94736842105263,62.5,38.392857142857146
34.24,2931.3363210149114,33013.145902385215,38225.954367484665,2.4666977246700714,59.473684210526315,68.58407079646018,45.13274336283186
36.38,2843.7228037935292,35907.065317901805,37716.92410102906,2.4596494137105314,58.169934640522875,67.97752808988764,53.932584269662925
38.52,1730.5708126622712,28341.61571773496,34428.9941824167,2.9802931699507687,63.333333333333336,74.3421052631579,60.526315789473685
40.66,1611.2166284026432,30453.47550242803,34127.22045705933,3.302339984579808,63.73626373626374,75.86206896551724,62.068965517241374
42.8,1517.1981550208602,37136.85288567173,34127.22045705933,3.7528981415701024,61.81818181818182,73.52941176470588,58.82352941176471
44.94,1515.457792616253,40635.36708654789,34280.86474724882,2.2318372264897275,56.06060606060606,60.81081081081081,59.45945945945946
47.08,626.4771116272315,9823.871965181408,10270.960921469843,2.8536827779167795,56.36363636363637,62.90322580645161,80.64516129032258
49.22,1026.5192628361954,80246.01888782729,55833.23066139431,1.9955566001108758,36.111111111111114,34.61538461538461,46.15384615384615
51.36,1837.6718676779642,84614.22558219341,83712.71345105208,3.4978119612005125,29.09090909090909,28.125,0.0
53.5,1910.018194188965,80887.6968183244,83712.71345105208,4.099107936357103,38.18181818181818,28.57142857142857,0.0
55.64,1926.2767965337287,73568.14289423547,83712.71345105208,3.632607994139039,42.42424242424242,53.57142857142858,10.714285714285715
57.78,2064.256368652005,62606.43993638206,84829.57728138287,2.234693134625556,44.76190476190476,64.8936170212766,34.04255319148936
59.92,2728.753601089919,85967.54520262532,133018.96006389824,2.11120462523227,44.44444444444444,57.352941176470594,27.94117647058824
62.06,2740.861886726691,86657.11368244507,133018.96006389824,2.18024126348204,39.869281045751634,52.459016393442624,26.229508196721312
64.2,3216.865868256986,91913.80640099423,130250.74763436033,2.187278559223244,40.526315789473685,60.38961038961039,29.87012987012987
66.34,3099.96318867959,99217.75800854953,136891.3747425913,2.090638838916213,41.904761904761905,51.70454545454546,26.13636363636364
68.48,2581.782443315702,78206.26367774095,122638.20011917036,2.0771175830202195,48.095238095238095,62.37623762376238,28.712871287128714
70.62,2099.296309452637,84344.57071005962,108407.69562181574,2.2749094341809006,50.0,58.08823529411765,29.411764705882355
72.76,2072.4208750184207,85270.63908387833,108572.30442897882,2.2008702582876682,45.588235294117645,51.61290322580645,16.129032258064516
74.9,2085.719692000292,86969.98178970952,112143.20015336247,2.312054180834445,45.588235294117645,55.64516129032258,33.87096774193548
77.04,1984.0963616900867,87702.78027285561,112143.20015336247,2.2759634434208293,45.588235294117645,62.90322580645161,45.16129032258064
79.18,1321.5780030094043,29748.26883939409,33827.097196395975,2.0653797223599843,59.04761904761905,79.03225806451613,67.74193548387096
81.32,1258.5643336902406,22437.807517530866,22356.523899509106,2.0561173116924683,74.28571428571429,88.46153846153847,80.76923076923077
83.46,892.6815671687501,29586.917057063183,32783.622713651974,1.821993464797167,70.0,95.23809523809524,96.42857142857143
85.6,534.1896893901778,6790.544053550373,9798.394896516693,1.722846350166541,73.33333333333333,86.36363636363636,83.11688311688312
87.74,497.5608743840917,6529.233016420842,8577.416944561875,1.7553116875131707,72.52747252747253,84.84848484848484,81.81818181818181
89.88,555.9567162847004,6115.854585236007,8577.416944561875,1.6219958022152086,75.23809523809524,78.48101265822785,68.35443037974684
92.02,512.4016886115327,6561.509639305493,7842.515338326804,1.568466849833923,74.35897435897436,74.13793103448275,55.172413793103445
94.16,534.2190897271593,6966.390074314843,7842.515338326804,2.2015041645069404,72.72727272727273,76.04166666666667,70.83333333333334
96.3,575.9934792944807,6927.304292045317,8835.536630607327,2.0881291904385737,74.35897435897436,78.44827586206895,75.86206896551724
98.44,1106.2116543785228,44149.283386885865,44231.33479164331,1.959416672183995,59.09090909090909,70.51282051282053,61.53846153846155
100.58,2248.423126282169,74390.30825475884,100500.51872887579,2.0369959579675347,43.333333333333336,46.15384615384615,38.46153846153846
102.72,2708.5345575299402,139009.79064328712,128113.13955270313,2.083046159713468,25.0,36.66666666666667,23.333333333333336
104.86,2498.1369194888807,147661.2334311367,126116.30641871667,2.164667741658043,23.076923076923077,35.714285714285715,33.333333333333336
