startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,15.0015135,17.834995,3.375
3.2734375,15.012014,18.97495,3.857143
6.546875,49.99583,57.667458,3.857143
9.8203125,22.158482,24.328276,3.857143
13.09375,58.4568,58.13245,3.857143
16.3671875,55.58515,51.952335,5.4
19.640625,55.315266,55.46272,5.4
22.9140625,22.470146,27.85515,5.2
26.1875,21.735178,26.879429,5.2
29.4609375,20.528622,25.745714,5.2
32.734375,55.033035,58.735504,5.2
36.0078125,21.12116,24.84963,5.0
39.28125,51.937195,46.310074,5.2
42.5546875,18.768301,22.619598,5.0
45.828125,18.348637,22.584438,5.0
49.1015625,44.047123,51.62904,5.2
52.375,19.01311,22.877422,4.3333335
55.6484375,18.787054,23.043564,3.7142856
58.921875,48.62518,52.190483,3.7142856
62.1953125,44.184875,48.31133,4.3333335
65.46875,19.431234,21.650635,5.2
68.7421875,54.856583,52.477673,5.2
72.015625,18.67423,22.140203,5.0
75.2890625,46.707935,43.603268,5.2
78.5625,22.860186,22.01782,5.0
81.8359375,50.2627,51.277622,5.2
85.109375,53.533936,57.853397,6.5
88.3828125,26.329304,23.133747,4.1666665
91.65625,56.749676,59.31329,6.5
94.9296875,53.834183,46.602398,6.5
98.203125,29.250832,21.789238,5.0
101.4765625,20.435741,22.853485,4.8
104.75,19.409151,22.762589,4.0
108.0234375,18.930204,21.111225,5.0
111.296875,54.937695,53.4484,5.0
114.5703125,22.089317,25.205278,5.0
117.84375,25.530546,24.715363,4.8
121.1171875,25.116964,27.375702,5.0
124.390625,59.187206,60.38258,5.0
127.6640625,66.87108,58.87654,8.333333
130.9375,52.29848,30.870874,8.0
134.2109375,50.239452,29.654184,8.0
137.484375,71.74264,59.340405,8.333333
140.7578125,79.29423,54.017826,4.1666665
144.03125,35.866074,20.05497,3.4285715
147.3046875,45.086056,53.324245,3.7142856
150.578125,21.459799,20.402912,3.5714285
153.8515625,46.285923,52.531437,5.2
157.125,47.29312,54.058887,4.3333335
160.3984375,17.046412,20.146557,3.7142856
