startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,96.44231,83.26057,10.333333
3.31640625,95.14035,76.47675,10.333333
6.6328125,103.7937,87.83491,10.333333
9.94921875,42.62476,21.749079,5.0
13.265625,38.880005,19.838636,5.0
16.58203125,37.552826,19.818735,6.0
19.8984375,37.087814,40.26944,5.1666665
23.21484375,45.177803,36.824707,5.0
26.53125,49.749348,35.962673,7.5
29.84765625,48.377728,39.594307,7.5
33.1640625,34.00392,17.793816,7.25
36.48046875,51.19412,41.344807,7.25
39.796875,25.847595,17.410692,5.8
43.11328125,42.344296,36.565712,7.25
46.4296875,49.018257,44.658768,7.25
49.74609375,76.518196,50.9112,7.25
53.0625,56.72644,41.948845,7.0
56.37890625,74.45075,50.955338,7.25
59.6953125,27.241325,18.143711,7.0
63.01171875,38.082626,36.013847,7.0
66.328125,22.036263,12.092563,4.6666665
69.64453125,37.510666,37.153404,4.142857
72.9609375,41.63733,39.149597,5.8
76.27734375,34.209293,40.193584,5.8
79.59375,23.87519,18.47743,4.8333335
82.91015625,28.562923,18.574665,7.0
86.2265625,47.566345,36.049767,7.25
89.54296875,52.37592,44.564095,5.8
92.859375,27.500694,15.359829,5.4
96.17578125,22.37592,14.47463,5.4
99.4921875,28.13539,9.930609,7.0
102.80859375,44.81639,44.940742,7.0
106.125,23.38696,13.299959,4.6666665
109.44140625,20.705132,14.156548,4.142857
112.7578125,51.768024,45.605125,4.142857
116.07421875,33.148323,21.306078,4.142857
119.390625,37.906258,20.038269,7.0
122.70703125,38.631454,21.859236,7.0
126.0234375,58.231106,44.77302,7.25
129.33984375,41.80724,19.88039,5.8
132.65625,43.163418,39.081017,6.0
135.97265625,54.189575,42.330315,7.5
139.2890625,26.747463,14.575294,6.0
142.60546875,34.89618,36.999325,5.0
145.921875,43.92428,36.351944,4.285714
149.23828125,13.542405,12.630759,3.2222223
152.5546875,13.993767,13.091917,3.3333333
155.87109375,39.022892,37.270073,4.428571
159.1875,45.356613,43.11392,5.0
162.50390625,44.421238,45.00233,6.0
