startTime(s),edaKurtosis,edaSkewness,edaMean,edaRMSms,edaIntegral,edaPotency,edaActivity,edaMobility,edaComplexity
0.0,-1.0293607955737192,0.07120237329851992,0.00777233232164085,0.016896625495524762,0.013954588467391426,0.00028549595313601746,0.0002250868034179944,0.016053052327706246,3.319954432079271
3.515625,-1.372002321437332,0.1294545271090852,-0.036056415120866034,0.04309835256366099,0.03684521032294864,0.0018574679937016238,0.0005574029223334076,0.007753788866498146,9.6755882489581
7.03125,3.2968330430947024,1.4493176636283143,-0.06309075317116276,0.07257714237572122,0.0684660358291869,0.005267441595425708,0.0012869984597211233,0.01895683255776102,1.2761297877611566
10.546875,-0.4823400794317565,-0.9191712111363227,0.06467516746803022,0.11134815531554268,0.10363863037627175,0.012398411692174215,0.008215534405156462,0.008648757866742714,2.863088458966952
14.0625,-1.42608124475625,0.0984783055888831,-0.046493906076951,0.11920954057286902,0.10389822257888086,0.014210914563594504,0.012049231261302164,0.004691103167100465,9.326058186072158
17.578125,-1.3026097493412485,0.7086416564535377,0.020600204516533372,0.25533290933518776,0.22768383267305525,0.0651948945895712,0.06477052616344821,0.0069108417069020465,3.5492325422024464
21.09375,-1.6419870307932665,-0.0030863716658338343,0.1643703654603586,0.2599602220640473,0.2109030149791745,0.06757931705558877,0.04056170001401692,0.007541101748762414,3.428159584971901
24.609375,-0.48976095537134556,0.017557953668465923,-0.07649698315407294,0.07911847325233837,0.07649698315407294,0.006259732809780982,0.00040794437810646344,0.02855904904727645,2.330408764952257
28.125,-1.35467535197077,-0.18642013842244815,-0.03631088287608158,0.059251737724383455,0.04688942295964876,0.0035107684233591256,0.0021922882081186115,0.010853909959794794,3.009445810778138
31.640625,-0.3313162936352909,-0.657569920821113,-0.05882934507682054,0.07551247551965469,0.060393603330730336,0.0057021339591064495,0.00224124211693882,0.006956504453618394,9.71383338178855
35.15625,0.15462702141783646,1.2252260262613863,-0.06351232335196522,0.23859039185207,0.2125735251086029,0.05692537508412432,0.052891559866559745,0.008830927609941178,2.39390668869105
38.671875,-1.3500821964377128,-0.13637358409349087,0.2382545105671877,0.3052182873685574,0.2498558835360034,0.09315820294419529,0.03639299113858514,0.012379991250628185,1.7690721989485154
42.1875,1.622830867473878,1.51610083789485,-0.023248067514295798,0.062355665238681385,0.05417874925863989,0.0038882289873584984,0.0033477563442092435,0.008495534598633264,2.7197265834420103
45.703125,-1.1435822213035423,-0.2693382474548708,-0.09354263586630054,0.09612628080857433,0.09354263586630054,0.009240261862088886,0.000490037137273589,0.009250600601358688,6.6113275109053795
49.21875,2.921951521295095,1.8536564263988813,-0.11716217186791508,0.14447377220600366,0.1372720854454021,0.02087267085543223,0.007145696338625359,0.012595354742209956,1.9163542966369833
52.734375,-0.07299126593061,-0.795573846174054,0.0960984790307511,0.1515997236053667,0.13711546232177801,0.022982476197223576,0.013747558525199866,0.01097719477652021,2.589258303140527
56.25,-1.2348870945977883,-0.6076004995719018,0.024373807380998265,0.09495731437554558,0.08854123946262152,0.009016891553416196,0.008422809067170188,0.013772207441219646,2.114315127147775
59.765625,-1.328563120045983,0.23543081174009933,0.01594407070088618,0.10507424177173869,0.09119818341227748,0.011040596283905796,0.010786382893390938,0.011418610105879346,1.6736507358003196
63.28125,-0.7577124590830313,0.8045901242117727,-0.029208109834584044,0.16023245397367963,0.14184974617290086,0.025674439306427366,0.024821325626318246,0.009280198099502913,2.4910840291084533
66.796875,-1.3953784007490617,0.014639236106850053,0.033364618650760534,0.16006126219885172,0.13980925057970636,0.02561960765668956,0.024506409878978886,0.011222000121631832,2.058979438484632
