startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,180.76093,179.40422,6.25
3.1640625,203.94711,244.36449,9.333333
6.328125,195.22005,224.35573,9.333333
9.4921875,212.91676,225.90898,16.0
12.65625,210.66078,262.54868,17.5
15.8203125,206.78305,276.06387,11.666667
18.984375,191.51558,255.63034,10.666667
22.1484375,200.02269,210.67697,8.75
25.3125,173.81836,223.52802,7.5
28.4765625,179.12135,214.64168,9.666667
31.640625,155.68933,147.33932,9.333333
34.8046875,189.40752,180.54337,9.666667
37.96875,87.25232,108.8681,8.0
41.1328125,142.97667,168.45255,8.333333
44.296875,147.3012,169.63165,6.25
47.4609375,134.9801,158.71219,8.333333
50.625,161.96384,156.66777,9.0
53.7890625,161.28946,113.8555,9.0
56.953125,123.53134,110.82328,8.666667
60.1171875,151.2906,133.30731,9.333333
63.28125,166.75017,162.38438,14.5
66.4453125,140.0682,151.26634,14.5
69.609375,140.81052,151.82327,14.5
72.7734375,140.52191,143.74414,9.333333
75.9375,145.9548,145.05037,9.333333
79.1015625,144.06474,113.56293,9.666667
82.265625,166.00134,113.158676,10.0
85.4296875,186.10915,165.38867,10.333333
88.59375,178.46968,157.51984,7.5
91.7578125,188.763,174.80385,15.0
94.921875,198.27298,204.28574,16.0
98.0859375,202.15703,204.1589,10.666667
101.25,186.60962,162.29416,9.666667
104.4140625,191.15475,193.41925,9.666667
107.578125,179.2744,185.73105,14.0
110.7421875,169.98434,170.44383,14.5
113.90625,157.06894,192.9611,9.333333
117.0703125,176.9207,212.87271,10.0
120.234375,170.2994,196.27281,9.0
123.3984375,144.9821,159.83345,6.75
126.5625,154.99182,169.64145,9.0
129.7265625,188.37524,198.26006,9.666667
132.890625,157.02478,164.81421,9.0
136.0546875,157.52591,157.35925,9.0
139.21875,168.05609,184.9516,9.333333
142.3828125,159.62617,183.66367,9.0
145.546875,157.53867,183.10442,9.0
148.7109375,143.23238,174.91104,8.666667
151.875,143.90726,130.4161,8.666667
155.0390625,183.24039,177.79546,9.0
