startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,99.04978,59.122555,7.6666665
3.21484375,84.95447,85.543755,7.0
6.4296875,159.18811,130.19183,7.6666665
9.64453125,179.85185,163.21892,8.333333
12.859375,176.10889,163.18143,6.25
16.07421875,165.32843,167.14653,6.75
19.2890625,150.59958,156.44707,6.75
22.50390625,135.14409,154.04852,7.0
25.71875,132.85997,153.23193,7.0
28.93359375,100.66188,113.83166,5.4
32.1484375,128.0395,123.09337,9.333333
35.36328125,113.938934,121.90426,7.0
38.578125,136.68642,177.46748,5.6
41.79296875,105.36597,123.657646,4.5
45.0078125,72.20477,97.66563,4.3333335
48.22265625,93.04034,119.66715,5.4
51.4375,80.34256,107.35675,4.6666665
54.65234375,107.76176,120.67337,4.8333335
57.8671875,147.35922,174.53188,6.2
61.08203125,123.34706,156.37608,4.428571
64.296875,124.404175,149.94989,4.428571
67.51171875,113.40252,128.04518,3.875
70.7265625,118.54244,136.86748,5.1666665
73.94140625,157.96483,187.6463,6.4
77.15625,139.6174,187.8473,5.0
80.37109375,144.6853,193.25356,6.0
83.5859375,136.15602,179.23856,7.5
86.80078125,115.5231,181.34525,7.25
90.015625,108.05336,173.75836,7.25
93.23046875,97.17464,114.444595,7.5
96.4453125,95.161674,97.815735,7.5
99.66015625,136.39517,141.92296,7.5
102.875,107.10807,113.99578,5.8
106.08984375,157.97606,166.04024,7.25
109.3046875,123.35757,118.50747,7.0
112.51953125,126.66816,120.23103,5.4
115.734375,123.16438,115.819214,3.857143
118.94921875,78.642654,57.730183,3.5714285
122.1640625,59.18706,60.929173,3.4285715
125.37890625,57.426193,74.8521,3.5714285
128.59375,101.53276,126.812195,5.0
131.80859375,141.27138,152.72339,6.5
135.0234375,145.32521,153.0428,5.6
138.23828125,124.58659,146.72057,5.4
141.453125,126.88072,130.46468,6.75
144.66796875,128.02202,107.345146,6.5
147.8828125,74.31804,56.566494,5.2
151.09765625,129.29068,120.44745,6.75
154.3125,127.77427,116.40111,5.4
157.52734375,133.84726,129.7175,7.0
