startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate,SpRQADet,SpRQALam
0.0,5140.7021609033145,277957.88573618483,399561.1601788909,2.1074712895845606,30.666666666666668,37.5,18.478260869565215
3.28,3217.8370299272347,136696.60661107942,185259.4217152075,2.0626697283003703,49.01185770750988,54.83870967741935,37.096774193548384
6.56,2432.2419516287173,64047.06947781011,81308.07046240708,2.050104845671051,55.714285714285715,59.4017094017094,33.33333333333333
9.84,2391.28642610298,85635.45051940065,78884.66153472103,2.2190487395293848,43.333333333333336,54.80769230769231,44.23076923076923
13.12,2623.891612358498,58174.3003808962,56850.10159859294,2.1998962220125287,46.666666666666664,52.04081632653061,40.816326530612244
16.4,2621.837016042082,53129.582556284375,61309.01989268651,2.0146125033650417,49.26470588235294,48.507462686567166,22.388059701492537
19.68,3488.3570391532944,72685.01557430385,103669.61957793636,2.1009948563900824,48.57142857142857,58.8235294117647,34.31372549019608
22.96,5093.188722643641,72162.88124410968,97841.86349409888,2.3737315764045483,50.526315789473685,50.520833333333336,19.791666666666668
26.24,4748.923169460344,71589.81110464294,103321.53075803514,2.3120712694751395,48.095238095238095,57.42574257425743,32.67326732673267
29.52,4301.679784592297,63600.874856158815,103321.53075803514,2.2653148559295166,56.277056277056275,64.23076923076924,39.23076923076923
32.8,4318.29116681381,61082.242139661656,103321.53075803514,2.2408963527236163,57.312252964426875,65.17241379310346,42.758620689655174
36.08,4322.546354838422,55256.96913761174,85200.452338228,2.1428035101980005,57.57575757575758,58.27067669172932,35.338345864661655
39.36,3642.238099648298,71171.9011625611,114401.46499638679,2.2033017136695965,53.80952380952381,69.46902654867257,54.86725663716815
42.64,3692.377808198773,49404.57294610534,65696.71653463785,2.121389255313238,54.54545454545455,75.72463768115942,63.04347826086956
45.92,5278.396891987661,52140.00486643491,63588.0146926553,2.205108301090856,53.75494071146245,69.48529411764706,52.94117647058824
49.2,6604.538908556622,56243.57054109787,62727.3981429236,2.187411461258661,53.23076923076923,65.89595375722544,44.50867052023122
52.48,7681.1396201084335,241314.1931872996,328572.0765397006,1.9877456338494663,47.12643678160919,60.97560975609756,44.390243902439025
55.76,7374.860007040229,232880.75757577896,303228.37936668843,2.1433183410622565,44.17989417989418,45.80838323353293,31.137724550898202
59.04,6106.178840789967,211403.24720034742,287313.19193117577,2.1053038750151236,50.427350427350426,61.016949152542374,42.37288135593221
62.32,5454.827535513274,233064.4913454224,294632.6006454502,2.0152513311557994,50.666666666666664,68.0921052631579,50.65789473684211
65.6,4762.49219131217,181290.83425082007,294632.6006454502,2.066341648342646,50.52910052910053,72.77486910994764,57.068062827225134
