startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,72.085304,61.379887,12.5
3.271484375,50.263226,24.347567,5.2
6.54296875,38.54472,22.279327,3.7142856
9.814453125,38.62466,20.28572,4.1666665
13.0859375,28.548021,18.36353,4.3333335
16.357421875,62.370895,52.738716,5.2
19.62890625,58.162476,56.421993,4.3333335
22.900390625,55.591717,55.58977,6.25
26.171875,23.911106,18.713343,5.2
29.443359375,52.836994,55.53685,6.25
32.71484375,53.264957,59.632984,4.1666665
35.986328125,25.045338,20.813864,6.0
39.2578125,58.314438,55.998516,6.5
42.529296875,57.529617,57.772842,8.333333
45.80078125,33.5555,22.2512,8.333333
49.072265625,66.18107,60.80621,8.333333
52.34375,72.68294,69.037285,6.25
55.615234375,68.85536,64.76502,6.0
58.88671875,68.50434,59.407562,6.0
62.158203125,28.68867,24.140873,5.75
65.4296875,35.006252,24.18393,7.6666665
68.701171875,34.276764,23.78632,4.6
71.97265625,33.64857,23.90267,5.75
75.244140625,34.420086,24.05813,5.75
78.515625,27.01757,25.867598,5.75
81.787109375,173.39566,258.29752,7.3333335
85.05859375,179.27237,257.34836,5.75
88.330078125,186.62134,264.94366,7.3333335
91.6015625,265.14392,382.35684,5.25
94.873046875,293.61053,378.28635,5.5
98.14453125,306.55515,425.8769,5.25
101.416015625,262.71332,373.04712,5.25
104.6875,278.33292,385.19962,7.0
107.958984375,188.99184,259.80667,5.75
111.23046875,167.66974,240.37364,5.75
114.501953125,167.84164,240.46992,4.6
117.7734375,60.166924,56.717743,5.0
121.044921875,20.7645,17.26395,4.8
124.31640625,57.285496,59.77495,4.8
127.587890625,108.157814,63.718987,5.0
130.859375,119.81203,84.008026,5.0
134.130859375,97.35731,101.00246,4.8
137.40234375,19.760344,22.635883,3.8333333
140.673828125,52.26993,49.482704,3.4285715
143.9453125,52.348473,46.70663,4.0
147.216796875,51.78057,57.120285,3.4285715
150.48828125,21.356455,18.8,3.4285715
153.759765625,19.803219,17.133762,4.0
157.03125,21.080431,17.974657,4.0
160.302734375,20.524319,17.090147,4.8
