startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,211.51172,231.00974,9.333333
3.271484375,155.03503,167.1553,6.75
6.54296875,211.42267,203.05174,7.75
9.814453125,190.06206,155.88927,7.5
13.0859375,192.65889,167.57594,10.0
16.357421875,203.06425,188.58397,10.333333
19.62890625,189.64517,205.96355,11.0
22.900390625,182.0637,202.17712,10.666667
26.171875,181.0047,179.43385,11.333333
29.443359375,174.11722,209.24863,12.333333
32.71484375,175.34206,215.02254,11.666667
35.986328125,172.73894,213.25385,17.0
39.2578125,192.08461,217.4831,17.0
42.529296875,188.81439,238.21774,10.333333
45.80078125,201.63559,251.27942,11.0
49.072265625,203.58424,252.46786,10.666667
52.34375,208.87239,259.86224,16.0
55.615234375,207.20572,261.66843,11.0
58.88671875,210.10378,244.2812,10.333333
62.158203125,220.33795,226.46286,10.333333
65.4296875,200.51686,214.31868,7.25
68.701171875,203.81485,208.83258,8.25
71.97265625,191.93176,205.54424,6.0
75.244140625,201.36526,210.18565,7.75
78.515625,195.2862,222.1766,6.0
81.787109375,202.78416,195.27722,8.0
85.05859375,212.76369,245.87354,7.75
88.330078125,197.40547,207.66348,9.5
91.6015625,208.07857,236.43474,8.5
94.873046875,220.34459,240.93971,8.5
98.14453125,220.18364,237.14021,7.5
101.416015625,217.52646,244.12239,11.333333
104.6875,186.27985,223.17653,9.25
107.958984375,220.18074,237.52252,11.333333
111.23046875,215.04643,183.7839,11.0
114.501953125,205.32646,228.92989,16.0
117.7734375,191.50136,195.74301,15.5
121.044921875,220.88051,261.69852,14.0
124.31640625,181.13052,190.38377,15.5
127.587890625,161.79779,144.14313,9.333333
130.859375,172.43715,174.2954,9.666667
134.130859375,180.6428,213.3697,10.333333
137.40234375,180.07918,212.56665,10.333333
140.673828125,209.43822,257.1882,11.0
143.9453125,198.31941,242.39513,11.0
147.216796875,212.4222,240.56958,16.5
150.48828125,223.04219,246.26317,15.5
153.759765625,237.7262,198.65211,10.333333
157.03125,249.38165,187.65779,9.333333
160.302734375,216.77847,218.98094,9.0
