startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,140.76682,200.72006,4.3333335
3.2265625,29.21734,17.849468,3.7142856
6.453125,79.358795,49.416763,5.2
9.6796875,82.02098,52.08073,5.2
12.90625,139.21011,77.94262,5.4
16.1328125,128.66046,134.57243,5.2
19.359375,20.897202,18.394213,6.0
22.5859375,21.542036,17.714409,4.8
25.8125,120.03072,70.92695,5.0
29.0390625,134.18561,143.2804,4.1666665
32.265625,136.35284,92.1408,5.0
35.4921875,133.85619,149.61765,5.0
38.71875,70.13177,84.05939,4.8
41.9453125,132.3595,157.05309,4.1666665
45.171875,165.79395,174.18765,4.3333335
48.3984375,118.84275,143.38574,3.125
51.625,119.87107,146.24925,3.0
54.8515625,187.92245,164.60622,3.857143
58.078125,49.241344,49.863346,4.0
61.3046875,54.132652,48.205956,6.0
64.53125,60.476467,59.29998,6.0
67.7578125,82.56782,50.226246,6.0
70.984375,129.58304,79.744965,5.0
74.2109375,181.1531,204.29463,5.2
77.4375,20.353848,18.931671,5.75
80.6640625,123.049545,83.89744,4.8
83.890625,190.24152,176.01105,5.4
87.1171875,120.08373,79.26015,5.0
90.34375,121.07868,137.10535,4.1666665
93.5703125,184.03416,164.80052,8.333333
96.796875,58.29572,63.21244,6.0
100.0234375,167.25427,158.93062,6.5
103.25,170.01369,170.6696,5.2
106.4765625,164.86223,188.15288,5.0
109.703125,126.810616,136.53484,6.0
112.9296875,134.81953,141.75919,6.25
116.15625,135.97136,142.21255,8.333333
119.3828125,141.6184,124.88296,8.333333
122.609375,172.97176,214.26271,8.666667
125.8359375,198.5869,229.35986,9.333333
129.0625,183.79523,231.10638,9.0
132.2890625,128.4983,78.38194,8.333333
135.515625,188.4283,164.49075,6.75
138.7421875,168.23787,183.3072,8.666667
141.96875,191.18562,186.60345,9.0
145.1953125,143.75836,99.77997,8.333333
148.421875,201.181,173.2566,9.333333
151.6484375,188.5627,197.05093,6.75
154.875,171.72777,198.78015,8.666667
158.1015625,192.66164,213.43608,8.666667
