startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,116.224304,131.2122,8.666667
3.2265625,140.38942,108.68497,9.333333
6.453125,47.757862,31.78017,8.666667
9.6796875,80.26212,62.254154,8.666667
12.90625,62.740803,41.7729,12.0
16.1328125,93.28711,71.34633,12.0
19.359375,46.488434,41.970013,7.3333335
22.5859375,43.311447,39.458096,5.5
25.8125,28.657745,41.399143,4.4
29.0390625,30.206882,44.06863,3.6666667
32.265625,31.258059,39.40512,3.6666667
35.4921875,70.361336,68.522606,5.5
38.71875,36.12293,39.71964,5.5
41.9453125,48.993027,40.029533,5.25
45.171875,48.201523,43.925777,5.25
48.3984375,81.4693,82.59317,7.0
51.625,46.657093,53.15407,7.0
54.8515625,47.730152,55.0607,6.6666665
58.078125,77.510605,87.65485,5.25
61.3046875,40.125282,53.63809,3.5
64.53125,69.49668,63.795773,3.0
67.7578125,42.93153,43.179085,4.2
70.984375,61.80286,74.682335,4.4
74.2109375,34.65693,36.095844,5.25
77.4375,67.67831,62.743664,5.5
80.6640625,39.429943,37.747585,5.5
83.890625,41.61119,35.87588,5.25
87.1171875,143.70988,101.52664,7.6666665
90.34375,42.799313,41.796528,5.5
93.5703125,42.922432,40.500862,5.25
96.796875,42.167343,39.55259,5.25
100.0234375,58.63376,74.03128,7.3333335
103.25,34.565346,33.58864,7.0
106.4765625,72.79442,73.55248,7.3333335
109.703125,36.305218,37.481976,5.5
112.9296875,34.541164,36.70628,7.0
116.15625,34.823208,39.395554,4.2
119.3828125,32.39274,37.98744,4.4
122.609375,27.716852,34.92556,4.4
125.8359375,140.02925,93.87384,5.75
129.0625,31.011822,40.086105,5.5
132.2890625,26.805172,36.300213,5.5
135.515625,29.794737,40.49189,7.3333335
138.7421875,70.09303,79.95099,7.3333335
141.96875,33.13878,39.77905,5.5
145.1953125,36.180717,31.252773,5.75
148.421875,41.93429,30.721178,5.75
151.6484375,47.591335,47.320473,6.0
154.875,27.578167,25.071812,4.8
158.1015625,55.797764,58.942646,5.0
