startTime(s),edaKurtosis,edaSkewness,edaMean,edaRMSms,edaIntegral,edaPotency,edaActivity,edaMobility,edaComplexity
0.0,-0.7879056521970047,0.002476969611568499,0.0008687513945824137,0.001120883227965296,0.0009244116256369412,1.2563792107339015e-06,5.016502251450127e-07,0.03152659542581239,3.48132003677824
3.578125,-1.0607557944985346,-0.08147103610985683,0.0012011607322216385,0.0013531317537090852,0.0012013585527174229,1.8309655428958247e-06,3.8817843826460163e-07,0.045327056007122474,2.251452081038027
7.15625,-0.5606846577689799,0.1416470694268289,-0.0006989779934303425,0.0015802448186340292,0.0013826909032466014,2.4971736868196963e-06,2.0086034515197886e-06,0.023570896475225905,3.916705935946531
10.734375,-0.7347913790385876,-0.6950144915673612,-0.00034920848827213827,0.0007645642970530697,0.0005600825500144461,5.845585643282546e-07,4.626119960469424e-07,0.028641721334061856,4.175576595203849
14.3125,-0.3911496380142623,0.027645866720369137,0.00021794390268939498,0.00048575226257090306,0.0004095086121104762,2.3595526059275153e-07,1.8845571587326707e-07,0.045271024084828276,2.1567046607520406
17.890625,-0.6499374472748891,-0.6002094336967849,-6.38131246404979e-05,0.0008060972324485524,0.0006718599115778577,6.497927481612154e-07,6.457206332848317e-07,0.0330007293182113,3.2043791418260397
21.46875,-0.0734696609728065,-0.9530209295057075,0.00017188982997615269,0.0006944848584563184,0.0006016848057715206,4.823092186250926e-07,4.52763104975862e-07,0.03580027542590969,2.659278697010922
25.046875,-0.8613850669521681,0.014662366037366764,0.0001864808624754978,0.0005929988752242919,0.0005021786414889684,3.5164766601727524e-07,3.1687255394766973e-07,0.04565319341776223,2.060934948942872
28.625,-0.5254192740651393,-0.058510515166621035,-0.00014076573983847095,0.00045588456525310413,0.0003666704883117191,2.0783073683601175e-07,1.8801574332373965e-07,0.04807410343411045,2.2232689988244005
32.203125,0.16388654589374418,0.17762169592004026,-0.00014420620503097348,0.0004317030746132897,0.0003439205496204774,1.8636754463056757e-07,1.655721150611324e-07,0.04903440546972576,1.999376808880958
35.78125,-0.2566083884897581,-0.12932244540505405,2.907060053233796e-06,0.0005085542722116942,0.0004075829121609425,2.58627447784766e-07,2.586189967866129e-07,0.04876285079124714,1.9041864899712981
39.359375,-0.2666087715902301,-0.18102851600910838,-0.0001180114117873939,0.0005914237278959859,0.0004702156028354329,3.4978202591838514e-07,3.358553326063313e-07,0.040541188804765885,2.5123339030371232
42.9375,-0.12041964830355001,-0.4362734425974578,-0.0005007909262179802,0.0006315363392838993,0.0005187754635178156,3.9883814783610833e-07,1.4804659605384577e-07,0.060476799407564646,1.6787754438599032
46.515625,-1.1408396921894564,-0.23024171276302866,0.0007889125459420233,0.0012593618587857956,0.0010392372404732597,1.5859922913644141e-06,9.63609286219689e-07,0.019573131080897022,4.728955434503189
50.09375,-0.5967508508034975,-0.9351321127561548,-3.687193754472731e-05,0.002095291926767033,0.0017489708534200801,4.390248258375105e-06,4.388888718596803e-06,0.015141638712955839,5.55358850948813
53.671875,-0.4808181552601294,-0.8638380644257287,-0.001279968981896759,0.0019096647724367159,0.0013586303773948116,3.6468195430857738e-06,2.0084989484679488e-06,0.025402238652399867,3.38444157888719
57.25,0.6245310884490447,-0.9925990478442418,-0.00010077903675306137,0.000518103819940398,0.0003816064710529524,2.6843156823683237e-07,2.582751539879574e-07,0.06273440524959252,1.527057870077714
60.828125,-0.5220985474405677,0.41763233264297484,0.0004404289956106905,0.0006762974556077491,0.0005122554752196677,4.573782484615154e-07,2.634005482868738e-07,0.049235491500672,1.930413710079938
64.40625,1.0818664503519066,-0.8963388811709141,5.442490421384495e-05,0.0007643449852159061,0.0005621999598651576,5.842232564247037e-07,5.812611862260176e-07,0.04513658162100279,2.0834193297919645
67.984375,0.2975244851189922,-0.34791969974760717,8.866457126415037e-05,0.0005428105872604959,0.0004249376101388312,2.946433336420844e-07,2.867819274446288e-07,0.04898521114479013,2.0522885790998173
71.5625,-0.47394504568535334,0.18250319360091935,-0.0001907361003650643,0.0005263520334869898,0.0004433598727747146,2.7704646315588926e-07,2.4066620317341733e-07,0.04940742552881107,2.326039820597079
75.140625,-0.8758631944743462,-0.4548387177401943,8.691615996774586e-05,0.0005890961964354016,0.0005168566073410462,3.470343286546573e-07,3.394799097911185e-07,0.041097758904999816,2.4912671599750627
78.71875,-0.8663523444012395,0.13098382307774437,-0.00028130953619513266,0.0005544677755749864,0.0004666273487105285,3.074345141510735e-07,2.282994589967529e-07,0.06431855408191467,1.6126630140615397
82.296875,0.6160853400340032,-0.7180068918656232,0.00040454118549392,0.0006441553698215529,0.0005445795852297176,4.1493614046994167e-07,2.512825697091155e-07,0.06697785099792306,1.681132858331721
85.875,-0.3754548296624556,-0.9632798735713712,-0.0004320070787687558,0.0013594537573864789,0.0009934944092037988,1.8481145184722157e-06,1.6614844023659018e-06,0.024576124513248383,3.265049822858874
89.453125,0.06798209514686926,-0.9052584343151561,-0.0006924277948962248,0.0013057193314670351,0.0009195161991977414,1.704902972566721e-06,1.2254467214218723e-06,0.02835753548756635,3.92293440688116
93.03125,-0.36717453819863,0.25144215640306034,-0.0001464079465627797,0.00045804492768861474,0.00036866892977555977,2.098051557812683e-07,1.8836986896453853e-07,0.056754531388157343,1.935303677750779
96.609375,-1.0474622005768977,0.3500498269112846,0.0013139934160459638,0.0017305616593935452,0.001356519118262455,2.9948436569629406e-06,1.268264959550799e-06,0.02527660052461921,3.7840020219218258
100.1875,4.48109097994117,-2.24993904402656,0.002813524831555854,0.0061585599306097725,0.005262399082695187,3.7927860418912244e-05,3.001193844113085e-05,0.025394619610754114,2.2102419256558776
103.765625,-0.8268607178989105,0.10665514572102386,-0.003725373994061712,0.007931234465143074,0.006380086028510329,6.290448014107334e-05,4.902606874544202e-05,0.020546241454956763,2.6533450184495284
