startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,157.1052,169.89687,3.8333333
3.25,29.302935,29.791826,4.4
6.5,128.95096,87.18821,3.6666667
9.75,76.52433,76.02746,5.5
13.0,52.3208,39.048546,7.3333335
16.25,51.355873,37.886887,7.3333335
19.5,62.72636,67.97145,7.6666665
22.75,126.31592,93.22042,6.0
26.0,38.40852,38.147297,7.3333335
29.25,40.38408,37.329002,7.3333335
32.5,83.71915,85.10215,7.6666665
35.75,61.382942,67.395035,7.6666665
39.0,88.974785,76.87453,7.3333335
42.25,77.43818,70.579384,7.3333335
45.5,43.64907,38.045853,5.25
48.75,55.906086,40.6419,5.25
52.0,152.52307,92.476074,7.3333335
55.25,74.53796,80.054306,7.0
58.5,86.018,89.80553,5.25
61.75,157.75612,101.621506,7.3333335
65.0,39.8484,46.136765,7.0
68.25,151.91649,104.47024,7.3333335
71.5,42.726967,45.74124,6.6666665
74.75,76.70953,91.4148,7.0
78.0,60.97469,60.532696,7.0
81.25,90.04833,89.87347,7.0
84.5,83.42752,92.17219,10.5
87.75,160.38808,110.72932,11.0
91.0,136.38838,121.8271,10.5
94.25,136.41354,99.18013,10.0
97.5,176.13716,124.569725,7.0
100.75,111.790245,79.58267,6.6666665
104.0,175.7644,169.43063,10.5
107.25,93.619865,89.33391,10.0
110.5,114.45449,137.01581,6.6666665
113.75,58.502876,61.46399,9.5
117.0,85.252815,96.345024,10.0
120.25,173.34094,112.92712,7.0
123.5,49.13055,61.040146,6.3333335
126.75,179.78008,132.17226,6.6666665
130.0,108.27914,100.8831,4.75
133.25,177.31433,130.44215,5.0
136.5,84.22879,101.03529,3.8
139.75,203.73651,136.41075,4.0
143.0,92.90407,102.40618,3.1666667
146.25,110.561935,106.26049,4.75
149.5,25.30702,41.970734,4.75
152.75,116.81628,124.31316,6.3333335
156.0,211.40523,159.2326,11.0
159.25,121.27314,141.2056,10.0
