startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate,SpRQADet,SpRQALam
0.0,5714.638676506914,61013.51869296249,173684.9039209755,2.073738873206005,25.177809388335703,35.87570621468927,17.51412429378531
3.44,4242.411139486444,44981.357957582935,111186.19994516321,2.051960583940647,28.02275960170697,39.847715736040605,24.873096446700504
6.88,4459.153711727687,40267.97675671803,76404.8798664764,2.04728170861268,26.876876876876878,36.87150837988827,24.022346368715084
10.32,5053.815842130404,47488.183004434875,85822.95214861189,2.0519671410706377,28.571428571428573,40.294117647058826,17.647058823529413
13.76,5887.794570418813,67060.66246881161,105287.10928724101,2.077444003100875,19.607843137254903,35.90909090909091,11.818181818181818
17.2,7106.406859292626,87375.90585581942,135980.1783663039,2.0595565024944067,11.491935483870968,11.403508771929824,5.263157894736842
20.64,8583.315179630756,102228.12762272108,158171.67545815557,1.9955720607801581,8.571428571428571,5.555555555555555,11.11111111111111
24.08,8067.55005130004,105447.00035568314,158171.67545815557,1.8767175903668198,7.8431372549019605,4.545454545454546,6.818181818181818
27.52,6727.339466610953,96072.07557498476,150827.25417020218,1.8722914667471857,8.9126559714795,7.0,0.0
30.96,6609.890767090224,93973.66319102296,150419.76894693263,1.9078762063530172,9.747899159663865,7.758620689655172,0.0
34.4,6421.2982016876795,84024.5497586356,144462.48827145016,1.943225982131957,13.015873015873016,9.146341463414634,10.97560975609756
37.84,5613.18676163212,70848.86151722157,116499.6015067792,1.923524087520325,12.834224598930481,12.5,12.5
41.28,5886.019772881586,58294.90175602744,71579.48186534946,1.9030812465428668,16.03174603174603,7.920792079207921,8.910891089108912
44.72,6275.226910208945,71713.0326745991,104033.73276104103,1.9053354691273918,15.789473684210526,2.7027027027027026,8.108108108108109
48.16,6667.98275426985,68982.17082127767,110655.59377190261,1.9237964004956662,15.07823613086771,0.0,11.320754716981131
51.6,7222.400355305137,77500.83531898625,113266.10900192033,1.974660250429606,13.37126600284495,5.851063829787234,6.382978723404255
55.04,7660.843274242588,86102.87855383457,133242.02443465614,1.9579394727469246,12.560975609756097,5.339805825242719,6.7961165048543695
58.48,7815.353872353921,86053.3800753272,142003.9408615462,2.0298324909083933,12.280701754385966,1.6483516483516485,3.296703296703297
61.92,7444.09782854553,80934.4851200485,138468.8869797287,1.9624863624482407,10.36036036036036,0.0,8.695652173913043
65.36,8097.220982953144,74052.90098314588,130842.50856623659,1.9799829838592613,11.666666666666666,0.0,3.296703296703297
68.8,8701.814584580543,75152.37908144644,133690.09587502247,2.0447878247118116,14.169570267131244,0.0,4.918032786885246
72.24,7974.09225478461,69881.9937785551,125076.38233544072,2.0072503047547174,15.76923076923077,0.0,4.878048780487805
75.68,7869.186963213735,59074.13705378704,99855.35509742424,1.967798453371659,15.0,2.564102564102564,6.837606837606837
79.12,8076.493446591905,55550.92348809631,93937.14246556489,1.9496836024139996,15.121951219512194,2.419354838709677,6.451612903225806
82.56,7074.024723199887,58355.613970363076,112404.09343396546,1.9782218807934713,14.414414414414415,3.125,4.166666666666667
86.0,8070.927917626391,60332.839603763,99727.67734175106,1.9330447375828055,12.280701754385966,1.6483516483516485,6.593406593406594
89.44,7305.680878880973,57269.23028730602,98609.02860682807,1.8788247202413106,15.114709851551957,15.625,10.714285714285715
92.88,6678.054087746283,56209.1062490852,90955.95948290825,1.850790727558029,15.897435897435898,14.11290322580645,12.096774193548386
96.32,6526.919032165827,62996.567558068484,97388.36447400064,1.8011499569920748,13.940256045519204,12.755102040816327,9.183673469387756
99.76,6483.161312861343,59363.49478513815,86949.5277324263,1.8254223910829235,14.146341463414634,10.775862068965516,7.758620689655172
103.2,5624.751182950902,60959.86444516971,86949.5277324263,1.7751380628826228,14.366998577524893,14.85148514851485,8.910891089108912
106.64,4739.490752496131,72167.45812623981,115871.95466148364,1.8590733762389662,13.277310924369749,5.69620253164557,5.063291139240507
110.08,5287.497943070615,83634.8292298426,171296.8126192689,1.8034770387929238,11.875843454790823,14.204545454545455,4.545454545454546
113.52,5364.468003519998,81655.71883204488,169790.42182996147,1.8316621152742338,12.010796221322536,14.04494382022472,0.0
116.96,6093.139578339096,79966.56586924968,152894.6410136351,1.956597697135477,15.0,14.52991452991453,0.0
