startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,82.099335,96.09564,4.375
3.30078125,74.22371,99.56724,4.5
6.6015625,39.295933,40.54508,4.25
9.90234375,43.691547,52.65027,3.5
13.203125,37.472015,55.066666,4.857143
16.50390625,44.384388,54.40158,7.0
19.8046875,43.7104,55.20085,4.857143
23.10546875,54.643623,65.52304,4.857143
26.40625,43.915882,46.873768,4.857143
29.70703125,30.398933,38.737103,4.25
33.0078125,70.09506,79.36105,5.0
36.30859375,68.28773,72.96401,5.0
39.609375,74.169624,74.47375,5.6666665
42.91015625,90.64438,82.725136,11.0
46.2109375,114.928024,137.9075,8.0
49.51171875,99.15013,111.89922,8.0
52.8125,68.57552,94.697365,7.75
56.11328125,72.29882,107.45028,7.75
59.4140625,64.47078,93.62062,6.4
62.71484375,62.006046,95.19711,4.571429
66.015625,138.74194,172.36151,4.571429
69.31640625,135.01752,167.33307,4.714286
72.6171875,158.21399,172.27739,6.8
75.91796875,154.44739,172.70432,5.8333335
79.21875,153.71513,172.49728,5.0
82.51953125,103.23107,105.68864,4.5
85.8203125,88.89601,83.657776,4.375
89.12109375,88.77964,83.73954,4.375
92.421875,57.5003,73.44832,3.5
95.72265625,71.32255,83.80594,6.8
99.0234375,72.24979,90.97368,8.75
102.32421875,72.28106,89.79316,5.8333335
105.625,81.218025,84.19519,5.8333335
108.92578125,77.2511,85.3068,5.5
112.2265625,85.44125,69.504555,6.4
115.52734375,43.12417,29.217422,6.6
118.828125,36.79964,29.79871,5.3333335
122.12890625,49.226032,38.20677,5.1666665
125.4296875,61.12081,45.241238,6.4
128.73046875,48.07701,23.382307,6.4
132.03125,47.740532,19.964327,5.3333335
135.33203125,62.10569,53.86793,8.0
138.6328125,61.654774,53.75359,5.3333335
141.93359375,40.66909,58.084354,4.571429
145.234375,54.194748,73.93053,4.571429
148.53515625,52.837204,74.075195,4.0
151.8359375,93.485176,98.95137,5.5
155.13671875,82.81232,92.87297,5.5
158.4375,105.47312,114.10653,6.4
161.73828125,104.67056,125.87148,8.25
