startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacPeakVelAmpRatio
0.0,0.6,134.26535550472343,11.426674564235695,82.5346686763352,43.911544650104894,149.2924329651284,1.3274336283185841,215.1836982986089,0.994388586639566,3070.348615057647,42994.1447465818,14.04640874991464
1.78,0.455,148.04961649601483,20.051560852950075,44.99756118911698,80.35746596218152,282.64501085009647,1.7699115044247788,296.7303387495835,0.8823731131723931,5315.15661829331,133695.73360879126,25.46235127554022
3.56,0.632,150.31054405132673,26.918313322196394,78.06757207925318,72.52617325446971,539.3242593055818,1.4851485148514851,330.94857407709634,0.8547043466713392,5330.602125193679,116027.30264225413,21.478657978939264
5.34,0.484,184.26078252391156,25.139743814286998,75.98373102804644,85.08101072638797,396.7015952221917,1.2,261.68543248324744,0.9289763289419554,3476.1980005211094,75919.9692980651,25.18168218387879
7.12,0.6199999999999999,154.0083873237721,24.678054863378456,73.84577851558984,51.84103396234881,299.9412880876438,1.0,315.8512186318868,0.8499178623177632,5522.224372517623,179972.31411351706,23.582688897713226
8.9,0.6079999999999999,159.47144111814606,27.618509513062794,78.52248591678388,58.56394285332139,387.8323988503155,1.2,328.162276453194,0.7812998021666261,6547.326204107744,167120.76154787527,20.108873268182435
10.68,0.68,159.20258587912022,24.019977002670522,86.23048610764815,54.947914719267224,366.08304503020616,1.2,265.2742765380073,0.7854210101479882,6103.954784751197,194492.0704879015,27.01792538601349
12.46,1.02,171.08511412784804,39.98436165042103,139.52546340718973,59.25337309624079,886.314392272636,1.0,186.76474383782883,0.8376360279950955,4098.530666565124,105420.5540739096,25.461506360018436
14.24,0.8500000000000001,188.8790647122425,45.3336476983697,143.56110497514138,64.77252060199181,769.5081031713534,1.0,209.8475677310595,0.9685058784200182,3124.4803039491717,56348.64222129291,22.442339257506543
16.02,0.54,191.62803290030482,24.935805297031447,94.65857188323419,50.257564537305484,299.3410618924737,1.5418502202643172,263.4887591801125,0.9708947027129107,3908.9086121679693,70061.65898802485,20.29399223575886
17.8,0.54,196.8664714687422,15.815695391941267,94.90465779365067,31.92801354076382,241.7210439104387,2.142857142857143,275.56521362410814,0.9801448421484205,4103.633168564403,98812.5141407275,26.282534864979965
19.58,0.365,161.35947556372594,21.821017578011727,48.30751996090581,58.048447470916116,148.34610258906417,2.5735294117647056,287.5452590009851,0.9890181242672099,3862.322608319887,85777.0944491159,23.630882814055944
21.36,0.5559999999999999,202.66018525250473,49.513978729248734,90.38433406814798,117.3836642846868,582.401670958928,1.7045454545454546,327.899842131271,0.9945269589106251,4422.445833306431,79221.86256811277,19.468434667879112
23.14,0.5499999999999999,199.71752398444423,40.77715853313479,85.47172850704216,100.15824887556596,503.89251654369633,1.7777777777777777,397.788012460396,0.8380675257561901,7218.547502667097,124533.71111215356,17.916411862261832
24.92,0.42,240.1436505304912,27.918245375960097,75.19256069189197,93.65787485309625,205.4757522849363,1.4285714285714286,407.23649516093394,0.6839574749799886,9513.381972161571,174550.86412390956,23.003074376248012
26.7,0.32,197.36855420099022,23.26585449056848,58.45741512787582,78.0166355907355,119.57983549549444,2.0547945205479454,289.35526293404433,0.7822135368988596,6057.89177066643,97663.88942680029,20.072219849476237
28.48,0.30666666666666664,212.78360472486392,23.146075950816964,60.98503676206994,78.06828748847265,363.28790504246405,1.8018018018018016,264.60183038281855,0.8207501838773881,6065.223096191759,111263.48232146111,20.861025707924398
