startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,23.707216,15.19824,5.0
3.21875,24.512947,11.626153,5.1666665
6.4375,44.639824,47.681858,5.3333335
9.65625,16.8631,10.281246,4.571429
12.875,40.36924,39.46055,3.5555556
16.09375,74.88525,52.1113,3.6666667
19.3125,55.82934,47.914845,4.571429
22.53125,34.751392,15.304327,5.1666665
25.75,57.86169,45.434128,6.2
28.96875,28.548727,18.239185,6.0
32.1875,24.988527,18.303337,5.8
35.40625,21.15028,19.64254,4.142857
38.625,44.409985,47.720463,4.285714
41.84375,22.916365,21.280485,5.8
45.0625,55.144154,51.17278,5.8
48.28125,26.878136,19.104574,5.8
51.5,64.307304,56.679276,7.0
54.71875,56.342606,48.673077,7.0
57.9375,67.00306,51.073666,5.4
61.15625,26.982656,24.41256,4.5
64.375,28.046764,25.754944,5.4
67.59375,53.937412,58.537384,6.75
70.8125,28.615276,24.663689,5.4
74.03125,23.374352,23.352837,6.75
77.25,49.363182,48.03464,9.333333
80.46875,25.036703,20.663095,7.0
83.6875,24.898102,21.651041,6.75
86.90625,49.359707,57.258366,7.0
90.125,22.503918,19.782812,5.6
93.34375,74.31294,49.982178,7.25
96.5625,59.95625,56.01607,5.6
99.78125,59.768826,55.971916,5.6
103.0,34.439632,25.170086,6.75
106.21875,68.59253,58.36167,9.0
109.4375,30.146631,28.048943,6.5
112.65625,29.4996,26.12519,4.3333335
115.875,29.107359,28.95372,5.2
119.09375,32.42432,25.432657,5.2
122.3125,28.36235,24.352386,4.5
125.53125,48.97625,53.941948,3.375
128.75,52.50711,54.530975,4.0
131.96875,40.096363,50.959003,3.5
135.1875,45.79438,46.669647,4.8333335
138.40625,20.063745,17.987997,4.142857
141.625,14.572111,16.712887,4.0
144.84375,19.043995,16.851795,5.6
148.0625,19.030043,17.054932,4.8333335
151.28125,86.82276,58.985313,6.0
154.5,48.48401,50.960686,7.25
157.71875,22.692848,16.469736,7.25
