startTime(s),SpLength,SpBCEA,SpConvexHull,SpFractalDimension,SpRQARecRate,SpRQADet,SpRQALam
0.0,4355.49890415666,197439.28208775597,225887.5944016124,2.1994822111790455,6.315789473684211,12.5,0.0
3.2,4350.0590365270755,76147.744625737,96700.6122204226,2.0308773333743497,9.956709956709958,0.0,0.0
6.4,6515.915737457803,155577.84911184933,211444.49265258177,2.008207821062563,8.994708994708995,0.0,0.0
9.6,6192.176326190657,136306.26389031662,221645.9841410818,1.9133142674524224,10.416666666666666,8.181818181818182,5.454545454545454
12.8,5179.9867384065765,132184.16295187882,210572.21533911652,1.9071356441970457,12.903225806451612,19.53125,14.0625
16.0,4772.542180141383,89168.67953203912,197346.72268213588,1.9339750524547625,18.75,34.84848484848485,19.191919191919194
19.2,5563.9380559272395,107402.59942569255,206103.17614053586,2.035807693738809,20.634920634920636,39.61538461538462,17.692307692307693
22.4,5118.440365088419,104453.0709105347,206103.17614053586,2.1008208468507865,28.403361344537814,51.4792899408284,27.218934911242606
25.6,3587.7040705445825,53956.422634946044,82720.91461991123,1.8413795898776975,45.806451612903224,52.816901408450704,30.985915492957748
28.8,3816.705658050643,45356.623175364984,65371.5219701468,1.9596606462208606,57.142857142857146,60.18518518518518,33.7962962962963
32.0,3978.0833004419096,59880.60193067807,88153.67896813154,2.069536839017396,43.07692307692308,57.5,37.142857142857146
35.2,6480.378056507803,75205.1794477661,115948.85467608366,2.0542202455824037,32.01058201058201,45.45454545454545,24.793388429752067
38.4,5444.958012825728,68821.76752311969,130762.1530788613,2.1354852102341093,38.888888888888886,57.14285714285714,31.972789115646258
41.6,5315.733791891263,64743.64379394012,124318.84617157979,2.070280018615834,39.03133903133903,48.175182481751825,20.43795620437956
44.8,4708.836860086578,62608.96021836806,123465.75477835583,1.9403944389574235,44.973544973544975,65.0,41.76470588235294
48.0,4833.929667167298,86378.94373155065,169510.55318660825,2.0307740120978375,43.44086021505376,54.20792079207921,31.683168316831683
51.2,5352.6170084669375,106429.50308381209,226066.19896714226,2.1235425522491664,44.919786096256686,65.47619047619047,38.49206349206349
54.4,3062.327297881399,21914.298523869264,38815.9885679842,1.9543579762763832,49.621212121212125,65.83969465648856,41.98473282442748
57.6,3441.7314213576906,24119.850733001756,51177.3312377173,1.9456990176363005,46.996996996997,58.945686900958464,38.01916932907348
60.8,3277.576461786929,21583.3059610515,48190.15700456977,1.9646982252508434,51.209103840682786,63.611111111111114,40.0
64.0,3225.85048659411,22735.048241564647,48190.15700456977,2.0887743535129952,51.351351351351354,64.76608187134502,44.44444444444444
67.2,2775.012890840493,19379.530491619527,44491.0429688039,2.1804812361174957,61.34453781512605,65.89041095890411,50.410958904109584
70.4,2324.099786481277,12604.111623946474,23329.70579712931,1.9724911279056516,56.68449197860963,62.73584905660377,50.0
73.6,2147.6702872377373,11312.914690682626,19459.637798406417,1.8215497537782448,61.895161290322584,65.14657980456026,50.814332247557
76.8,1839.0479145697539,8727.543903266693,12206.964527842472,1.6485652058658724,69.19540229885058,74.91694352159469,65.78073089700997
80.0,1842.3738503135614,8193.213176676943,11906.015660907957,1.819675246945428,71.42857142857143,76.29629629629629,66.66666666666666
83.2,1810.0485717469724,9027.161934712327,12824.3377739985,1.9393943013388775,70.19704433497537,80.35087719298245,71.57894736842105
86.4,2000.3492589907858,14819.657357918535,22453.527446031338,1.945042267411112,52.46305418719212,70.89201877934272,61.502347417840376
89.6,1418.6504741226163,10309.336344810252,15402.95378298685,2.0116412976701628,57.666666666666664,70.52023121387283,65.31791907514452
92.8,1198.6692855660376,9861.582927937578,14974.095189549727,1.9221448143539543,58.89328063241107,75.16778523489933,65.77181208053692
96.0,1729.326618757181,24057.993352169164,35665.73311636748,1.8903626310548094,52.17391304347826,69.79166666666666,54.86111111111111
99.2,2337.0962255920067,26497.80610000503,39255.92416929675,1.9194031174776753,42.73504273504273,55.0,32.666666666666664
102.4,2208.860620355424,22353.230745394063,32922.8733538501,1.721171635273281,47.883597883597886,63.8121546961326,45.85635359116022
105.6,2349.4521528543546,18754.927358325585,27856.77630849369,1.8315304355935622,52.68817204301075,62.85714285714286,47.3469387755102
108.8,2810.1397717952977,18774.869905802578,31584.350913805654,1.898279056569336,52.773109243697476,66.71974522292993,51.273885350318466
