startTime(s),edaKurtosis,edaSkewness,edaMean,edaRMSms,edaIntegral,edaPotency,edaActivity,edaMobility,edaComplexity
0.0,-1.246144268571274,0.43979272984486467,-4.484017679338439e-05,0.0007987961881277896,0.000707498241461555,6.380753501674869e-07,6.360647087126249e-07,0.020561021438336182,3.7824600486461413
3.5546875,-0.4588499328024054,-0.313993595510714,-0.0002678153194005651,0.0006237537842592869,0.0004975240504366484,3.8906878337778094e-07,3.173437380721543e-07,0.025147476077312436,3.124744748208456
7.109375,-0.6754296233281143,-0.43099757751876694,-0.00019626584678545132,0.0006342676220342372,0.0005119589074547613,4.022954163609659e-07,3.637751337465556e-07,0.024532901851499596,3.217434683988226
10.6640625,-1.0974025455372676,-0.16665738411115508,-0.0001876823365350863,0.00046801821204218205,0.0003865475899804586,2.190410468031609e-07,1.838163873558915e-07,0.03544307442349248,2.3786906178745344
14.21875,-0.5340913000814371,-0.6741723438131798,0.0008583661711213652,0.0010560618246046134,0.0009369924456524799,1.1152665773872253e-06,3.784740936616726e-07,0.017690760968975143,4.465816353594091
17.7734375,-1.0574880852895852,0.20016125874204832,8.528595136177623e-05,0.0009902131331791224,0.0008063182112120846,9.805220491204144e-07,9.732483556207312e-07,0.020116268342864854,3.5887739980527407
21.328125,-0.43955457674473264,-0.43605948104091463,-0.0004836372189809824,0.0008399542843798969,0.0006352741270004621,7.055231998481447e-07,4.7161824026448583e-07,0.04312605894461014,2.0746003431823232
24.8828125,-0.8499872068706593,-0.5177103776119687,-0.00024424926239951286,0.0006186687865088932,0.0004790917056901469,3.8275106740038656e-07,3.2309336521768047e-07,0.04336565958092992,2.1313045188325437
28.4375,0.4286833084893247,-1.1111456267792519,0.0001650750794363537,0.0004981578476195236,0.0004355781249674521,2.481612411449164e-07,2.2091145929399792e-07,0.02355983669641362,3.177626106017524
31.9921875,-0.4504294601633272,-0.6875774966947773,0.0002350797477351098,0.0006085041058024425,0.0005412197112938276,3.702772467784301e-07,3.150147589832272e-07,0.028001840565307138,2.7818418648513195
35.546875,0.3184578306021004,-0.8796251686675249,0.00028226368118504624,0.0006228375687797487,0.0005389831100377028,3.879266370834681e-07,3.0825385136733465e-07,0.04911490033574261,1.899864685502248
39.1015625,1.5558824066852646,-1.4024636671781405,-0.000634234394826249,0.00128880702815932,0.0008569654553447399,1.6610235558328586e-06,1.2587702882522404e-06,0.03823976162504033,2.189172930039963
42.65625,0.03010911067337041,-0.8369714054935191,0.00032314914620002377,0.001281193046791657,0.001066375546108515,1.6414556231472892e-06,1.5370302524574845e-06,0.019705272464321504,3.820946024039106
46.2109375,0.36307109110318825,-1.1530932263468998,0.0005041607000617629,0.0015833253943073379,0.0013830751391089614,2.506919304258487e-06,2.25274129277172e-06,0.031791410053538964,2.7743349226434026
49.765625,1.4768625039442291,-1.240880978070268,-0.00023113069610157508,0.001147809818401839,0.0007207547034174255,1.3174673792196624e-06,1.2640459805392638e-06,0.038901484827165524,2.253725828641718
53.3203125,0.5008921036839711,-1.0747030620462514,5.811164359072962e-05,0.0007911116847920255,0.0005866282105019586,6.258576978144771e-07,6.224807346936611e-07,0.031241186792361323,2.9722195941126284
