startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,149.1629,146.86334,9.666667
3.23828125,128.63701,112.45562,9.666667
6.4765625,91.49468,110.080605,9.333333
9.71484375,103.928925,118.7357,7.25
12.953125,103.40974,133.76157,7.25
16.19140625,128.44661,149.57716,6.2
19.4296875,128.36244,173.76483,6.2
22.66796875,120.907845,168.35817,5.1666665
25.90625,120.426575,157.3646,5.1666665
29.14453125,122.5829,168.0327,6.2
32.3828125,128.67516,137.48822,10.0
35.62109375,101.47171,93.679115,10.0
38.859375,83.399864,105.23792,7.25
42.09765625,85.19621,108.098404,7.0
45.3359375,71.12349,92.44028,7.0
48.57421875,49.81794,44.061417,7.25
51.8125,63.14052,81.28631,7.25
55.05078125,96.92579,102.51709,6.0
58.2890625,105.9745,122.25646,6.0
61.52734375,110.39258,126.437256,5.1666665
64.765625,113.88079,133.22981,5.0
68.00390625,110.983536,125.22918,6.2
71.2421875,145.14311,149.49298,6.2
74.48046875,146.7307,157.57535,5.1666665
77.71875,152.26482,160.78621,6.0
80.95703125,155.89192,177.9899,7.5
84.1953125,160.56943,175.34319,9.666667
87.43359375,161.52141,162.59483,7.25
90.671875,132.45497,141.10693,7.0
93.91015625,103.51365,121.39032,7.0
97.1484375,125.42722,150.49393,7.0
100.38671875,132.1454,163.25922,9.333333
103.625,127.24753,131.14641,7.25
106.86328125,124.90357,168.65845,7.5
110.1015625,117.301636,124.191826,6.0
113.33984375,111.74424,115.43397,6.0
116.578125,56.812183,66.539825,5.0
119.81640625,61.464664,68.87219,5.0
123.0546875,93.32718,105.15211,6.0
126.29296875,62.530735,69.02873,7.25
129.53125,88.28948,89.51561,7.25
132.76953125,111.61261,124.01703,7.75
136.0078125,63.731792,67.793015,7.25
139.24609375,78.93643,81.121056,7.25
142.484375,65.342354,69.60363,7.25
145.72265625,90.12055,97.44724,6.0
148.9609375,86.71121,90.16893,5.0
152.19921875,108.56752,124.590294,5.3333335
155.4375,106.418945,121.286285,5.1666665
158.67578125,107.894775,119.79263,5.3333335
