startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,180.57663,238.69257,9.666667
3.25,192.11113,264.99213,10.666667
6.5,194.12192,261.08102,10.333333
9.75,196.7093,261.51947,17.0
13.0,189.74399,236.84431,18.0
16.25,203.8497,255.4811,17.5
19.5,202.11884,272.89407,12.0
22.75,179.60416,218.71098,13.0
26.0,180.43298,226.70671,12.666667
29.25,186.87863,226.34995,13.0
32.5,186.50139,229.96135,12.666667
35.75,173.9065,224.72714,13.333333
39.0,179.7239,223.31758,9.75
42.25,179.25262,234.23662,9.25
45.5,162.72507,203.01698,13.666667
48.75,154.22046,200.01941,13.333333
52.0,160.18068,211.52397,13.666667
55.25,171.23116,220.15378,12.666667
58.5,280.0295,322.53812,18.0
61.75,208.14906,246.00655,12.333333
65.0,276.30145,302.5753,11.333333
68.25,186.5715,195.00038,10.666667
71.5,212.42157,220.45927,15.5
74.75,193.69202,211.48526,12.0
78.0,213.29788,239.83803,8.5
81.25,196.66847,239.10478,17.0
84.5,198.43234,243.66133,16.0
87.75,196.5046,252.48225,11.333333
91.0,179.09436,246.85822,11.333333
94.25,175.5683,243.29333,11.666667
97.5,188.11371,270.9356,18.0
100.75,187.22414,261.17535,12.0
104.0,203.24428,248.6663,12.0
107.25,186.23369,219.7931,12.333333
110.5,196.99379,218.79242,12.666667
113.75,200.60825,238.21742,12.333333
117.0,208.91602,224.68822,12.0
120.25,189.9524,244.50754,13.0
123.5,187.90259,247.2538,12.666667
126.75,182.06694,252.85342,12.333333
130.0,190.55855,249.5002,12.333333
133.25,200.8979,231.44446,11.666667
136.5,201.72798,196.30516,11.0
139.75,201.86717,176.20877,10.0
143.0,213.82628,186.60742,9.666667
146.25,189.25514,157.26692,9.0
149.5,229.69884,234.08421,6.4
152.75,188.05049,192.79556,14.0
156.0,174.99251,229.18599,15.5
159.25,172.04562,212.43501,15.5
