startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,57.652546,65.640114,6.5
3.23828125,68.41822,77.19581,8.333333
6.4765625,73.9968,60.431255,8.333333
9.71484375,147.87607,110.08694,8.333333
12.953125,92.02511,88.72827,6.0
16.19140625,101.84449,93.88789,8.0
19.4296875,97.55607,92.09107,7.6666665
22.66796875,147.97766,116.00522,11.5
25.90625,116.458534,122.384186,11.5
29.14453125,89.807495,91.88278,11.5
32.3828125,63.947876,76.91114,11.0
35.62109375,73.23889,82.65446,7.3333335
38.859375,127.03078,117.83453,7.6666665
42.09765625,154.45479,187.2433,12.0
45.3359375,84.16273,102.41682,11.5
48.57421875,150.386,111.43906,8.0
51.8125,77.852486,96.18403,11.0
55.05078125,56.277203,70.68997,11.0
58.2890625,61.763847,77.779106,11.5
61.52734375,75.43764,109.157936,8.0
64.765625,66.33498,66.040596,6.0
68.00390625,52.787228,58.504517,6.0
71.2421875,87.81992,101.113914,8.333333
74.48046875,52.764507,71.549446,8.333333
77.71875,64.003426,70.214096,8.333333
80.95703125,43.698227,59.534645,7.6666665
84.1953125,46.31909,61.61567,7.6666665
87.43359375,49.926437,61.54264,8.0
90.671875,48.921375,64.70354,8.0
93.91015625,56.49269,68.77915,7.6666665
97.1484375,62.239513,69.81382,7.6666665
100.38671875,63.744026,71.21301,5.75
103.625,66.98785,78.02845,5.5
106.86328125,60.55417,77.82915,7.3333335
110.1015625,67.12262,73.71037,11.0
113.33984375,70.31673,82.234726,7.3333335
116.578125,96.6845,106.56294,11.5
119.81640625,159.06218,130.98586,11.5
123.0546875,74.138885,82.87613,11.0
126.29296875,161.26483,106.34305,11.5
129.53125,68.04776,81.83221,10.5
132.76953125,104.68247,111.029945,7.3333335
136.0078125,72.33546,85.837036,7.3333335
139.24609375,73.683136,82.88134,7.0
142.484375,145.1507,115.058945,7.6666665
145.72265625,64.86375,78.473,7.3333335
148.9609375,139.93726,118.72994,8.0
152.19921875,88.331436,101.87871,5.75
155.4375,63.177364,77.51896,7.6666665
158.67578125,67.59774,73.07925,7.3333335
