startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,236.83641,282.75052,14.0
3.23046875,215.851,263.7307,15.5
6.4609375,204.41837,228.97542,7.25
9.69140625,209.71614,240.13472,8.0
12.921875,202.36378,250.84448,6.6
16.15234375,196.34204,233.02017,7.5
19.3828125,190.50664,205.84267,9.666667
22.61328125,152.32399,169.40907,6.75
25.84375,164.34247,160.60817,6.75
29.07421875,146.95833,139.97462,6.5
32.3046875,208.16193,162.07059,7.0
35.53515625,140.00764,144.18552,8.333333
38.765625,189.93399,173.933,8.666667
41.99609375,209.23068,206.87047,14.0
45.2265625,208.74297,227.74643,9.0
48.45703125,212.23811,252.05908,14.5
51.6875,211.61589,269.96304,10.666667
54.91796875,224.58583,287.81998,10.333333
58.1484375,214.37617,291.02692,10.0
61.37890625,203.27206,237.95398,9.666667
64.609375,204.24754,255.96053,9.666667
67.83984375,192.72571,212.20084,10.333333
71.0703125,194.10616,197.16339,9.666667
74.30078125,182.98988,184.47137,7.25
77.53125,183.81519,206.80804,9.666667
80.76171875,182.49149,193.72858,7.25
83.9921875,162.2875,175.01811,7.25
87.22265625,174.44968,204.66785,10.0
90.453125,151.84404,173.81187,9.333333
93.68359375,160.31306,150.29303,9.0
96.9140625,68.44298,44.805424,8.0
100.14453125,71.54245,49.01628,6.0
103.375,69.02479,51.08085,4.6
106.60546875,138.12535,129.3248,5.0
109.8359375,199.93245,200.33836,5.4
113.06640625,203.64961,230.49205,5.6
116.296875,193.61592,223.27522,9.666667
119.52734375,184.14719,219.05838,9.666667
122.7578125,175.85359,221.51163,6.0
125.98828125,173.51291,175.16542,7.5
129.21875,104.72842,110.132,6.5
132.44921875,133.55168,164.24562,8.666667
135.6796875,61.72431,87.943954,6.25
138.91015625,73.807915,109.850876,6.0
142.140625,54.723743,77.319626,4.6
145.37109375,79.16394,113.48999,4.6
148.6015625,143.87909,117.164856,6.0
151.83203125,131.14635,151.56027,6.25
155.0625,121.23501,138.13211,8.333333
158.29296875,123.02114,136.39168,8.333333
