startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,10.992539,9.287701,2.2857144
3.232421875,44.863926,45.02585,2.909091
6.46484375,11.588558,9.069422,3.0
9.697265625,45.719112,45.31029,3.3
12.9296875,46.533634,39.95946,4.571429
16.162109375,42.48522,38.018433,4.571429
19.39453125,47.642357,44.575203,4.428571
22.626953125,53.201416,47.830963,5.1666665
25.859375,14.076243,12.92507,4.285714
29.091796875,12.969265,11.874858,3.3333333
32.32421875,25.315046,15.557505,5.0
35.556640625,56.391666,49.45744,4.142857
38.7890625,72.422905,51.597134,3.75
42.021484375,90.65436,55.204605,5.0
45.25390625,55.41932,52.917484,4.8333335
48.486328125,43.679657,49.300175,4.8333335
51.71875,19.976923,16.131239,3.625
54.951171875,18.295893,15.369732,4.6666665
58.18359375,22.318846,15.836067,5.6
61.416015625,76.26242,44.62367,5.8
64.6484375,44.270607,23.030071,7.0
67.880859375,67.747185,50.560978,7.0
71.11328125,66.92348,55.508064,7.0
74.345703125,62.54537,58.075634,6.75
77.578125,44.49135,55.344875,6.75
80.810546875,30.095255,31.667416,5.4
84.04296875,27.561289,29.98491,6.75
87.275390625,26.076908,23.571707,6.75
90.5078125,26.454594,19.283733,5.6
93.740234375,26.031649,17.134321,5.4
96.97265625,19.70653,15.411042,5.6
100.205078125,19.039423,15.4980545,4.8333335
103.4375,36.61373,44.90974,4.142857
106.669921875,46.02758,48.299946,3.75
109.90234375,14.953621,15.011316,3.625
113.134765625,46.126175,41.865463,4.142857
116.3671875,53.54287,48.939606,4.8333335
119.599609375,21.863691,18.078657,4.8333335
122.83203125,54.50551,51.479362,5.8
126.064453125,97.21653,60.64243,5.8
129.296875,52.001694,53.464752,5.6
132.529296875,32.853672,22.439697,6.75
135.76171875,30.277937,22.221416,7.0
138.994140625,58.7647,48.307014,6.75
142.2265625,26.31959,18.95561,6.75
145.458984375,58.302296,53.964508,7.0
148.69140625,32.861485,19.473293,7.0
151.923828125,44.578167,49.443665,7.25
155.15625,50.00196,51.876762,7.0
158.388671875,46.821854,48.320465,5.8
