startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,85.30063,90.953415,5.6
2.900390625,89.20131,45.444077,7.0
5.80078125,64.61362,55.356804,6.75
8.701171875,71.32201,59.980827,9.0
11.6015625,64.63178,57.134525,9.0
14.501953125,62.178432,70.06793,6.75
17.40234375,63.26901,71.41604,6.5
20.302734375,59.705795,71.31661,5.2
23.203125,56.92083,70.887405,5.2
26.103515625,54.585457,69.29731,5.4
29.00390625,83.67771,72.36901,5.2
31.904296875,120.98815,187.7586,5.2
34.8046875,130.08694,192.67793,8.666667
37.705078125,181.1312,222.12227,9.333333
40.60546875,87.7732,128.30217,9.0
43.505859375,81.69013,91.510155,9.333333
46.40625,102.792,102.526436,9.666667
49.306640625,138.45845,135.40587,10.0
52.20703125,112.4304,106.88391,7.0
55.107421875,108.56977,106.44946,9.333333
58.0078125,129.18115,138.0058,7.5
60.908203125,145.59663,167.54109,8.0
63.80859375,102.10249,115.23674,5.8
66.708984375,133.04875,141.1362,6.0
69.609375,143.7108,160.43231,6.2
72.509765625,152.8143,172.87846,6.6
75.41015625,149.88094,176.95801,6.6
78.310546875,130.77324,134.35135,8.0
81.2109375,126.45975,127.58064,6.4
84.111328125,132.79305,124.17131,6.4
87.01171875,119.51348,71.972885,6.0
89.912109375,94.738045,56.205997,5.8
92.8125,88.46239,49.01008,9.333333
95.712890625,121.85447,93.89532,7.0
98.61328125,120.317085,96.06577,6.75
101.513671875,119.1435,95.25442,9.0
104.4140625,123.43256,108.688866,7.0
107.314453125,120.51054,113.145226,7.0
110.21484375,124.368515,121.76916,7.0
113.115234375,121.12814,91.894554,4.6666665
116.015625,59.732853,70.460495,5.4
118.916015625,75.27348,79.41118,6.75
121.81640625,68.727974,71.928055,6.5
124.716796875,100.80629,105.88942,6.75
127.6171875,107.39606,122.1089,8.666667
130.517578125,122.301094,145.01819,8.666667
133.41796875,130.78053,179.28941,9.0
136.318359375,110.33727,133.18909,9.333333
139.21875,108.03425,117.90566,7.0
142.119140625,119.8664,149.25317,9.0
