startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,14.330313,6.1376,3.125
3.275390625,9.196986,6.9053397,2.7777777
6.55078125,45.171104,48.22756,2.8888888
9.826171875,9.232175,8.043066,2.7777777
13.1015625,14.939384,8.189939,2.7777777
16.376953125,52.021,46.512474,3.5714285
19.65234375,19.717537,7.458619,3.5714285
22.927734375,56.115448,50.12598,2.7777777
26.203125,10.851638,9.142846,2.6666667
29.478515625,8.860325,9.9173,2.4
32.75390625,8.758344,9.875402,2.1818182
36.029296875,48.739113,51.111954,2.0833333
39.3046875,46.44579,47.221283,2.5
42.580078125,9.900213,11.475626,2.1818182
45.85546875,8.020265,10.728669,1.8461539
49.130859375,7.65117,10.35901,2.1818182
52.40625,52.0989,51.97087,3.4285715
55.681640625,48.48206,50.622597,3.4285715
58.95703125,10.777046,11.258418,3.2857144
62.232421875,9.319251,8.307306,2.3
65.5078125,8.06884,9.017894,2.3
68.783203125,7.6762137,9.065836,2.3
72.05859375,15.206876,11.040693,2.5555556
75.333984375,15.166666,11.3733425,3.2857144
78.609375,17.420952,11.446683,4.8
81.884765625,19.86176,10.612092,4.0
85.16015625,52.95714,51.977253,4.0
88.435546875,42.160126,46.887383,4.0
91.7109375,49.391285,49.68841,4.0
94.986328125,51.580597,48.02326,4.8
98.26171875,53.57425,46.3913,3.4285715
101.537109375,9.7694845,6.842276,2.5555556
104.8125,6.3330164,6.3969755,2.5555556
108.087890625,7.341889,6.583983,2.875
111.36328125,9.974151,6.2461147,2.875
114.638671875,11.126737,6.816887,3.8333333
117.9140625,11.303528,6.980264,2.5555556
121.189453125,10.231595,6.1199174,2.090909
124.46484375,5.734527,6.105735,1.9166666
127.740234375,6.3711085,6.087451,2.4444444
131.015625,6.593382,5.58965,2.4444444
134.291015625,8.7237625,6.0123873,2.75
137.56640625,11.637085,6.630222,2.75
140.841796875,12.195569,7.2580404,3.6666667
144.1171875,48.69021,52.194004,3.8333333
147.392578125,47.54458,50.970406,2.875
150.66796875,50.16046,50.45239,2.090909
153.943359375,53.751873,56.224285,2.875
157.21875,49.403244,51.01424,4.0
160.494140625,46.294594,50.450294,2.6666667
