startTime(s),ecgSDNN,ecgRMSSD,ecgTriindex
0.0,52.54093,39.813103,5.2
3.220703125,105.502686,94.60511,9.333333
6.44140625,107.974144,116.70909,9.333333
9.662109375,118.43073,128.0618,13.5
12.8828125,123.27247,124.93895,13.5
16.103515625,111.4732,120.07474,9.0
19.32421875,107.604164,118.956055,6.5
22.544921875,81.93833,79.595535,8.666667
25.765625,39.252144,36.064564,6.25
28.986328125,71.436066,63.87346,6.25
32.20703125,36.508636,34.627827,4.1666665
35.427734375,33.163464,34.671406,5.0
38.6484375,91.09393,76.453804,5.2
41.869140625,55.91393,56.6002,6.5
45.08984375,31.350218,32.65868,6.5
48.310546875,48.88428,53.224,6.5
51.53125,47.0514,52.22099,6.25
54.751953125,50.391964,60.73936,6.5
57.97265625,29.26992,29.252571,6.5
61.193359375,58.60136,52.502384,8.666667
64.4140625,93.657555,59.33001,6.5
67.634765625,43.696846,50.140182,6.5
70.85546875,36.696686,43.336494,6.5
74.076171875,29.219297,35.21046,8.333333
77.296875,59.268898,58.935905,6.25
80.517578125,58.97517,62.69014,6.5
83.73828125,57.49307,59.540527,6.5
86.958984375,27.899168,30.889338,8.333333
90.1796875,49.841587,57.080727,6.5
93.400390625,26.705397,27.964495,5.2
96.62109375,22.31749,26.133951,4.3333335
99.841796875,22.440874,25.837416,4.3333335
103.0625,47.360825,57.378014,3.7142856
106.283203125,20.290241,22.767492,3.0
109.50390625,19.131271,20.923065,3.25
112.724609375,51.875504,48.04205,4.5
115.9453125,27.60542,20.983425,3.857143
119.166015625,59.728577,49.93634,4.5
122.38671875,66.59903,57.111458,8.666667
125.607421875,64.77389,52.9551,6.75
128.828125,66.05162,46.379215,5.2
132.048828125,72.05429,55.472878,5.2
135.26953125,65.30003,58.536755,4.1666665
138.490234375,31.806168,29.962067,3.5714285
141.7109375,31.706865,28.179653,4.1666665
144.931640625,26.948643,29.065384,5.0
148.15234375,94.81581,67.296425,6.5
151.373046875,56.308517,54.936886,6.25
154.59375,107.87029,103.79164,9.0
157.814453125,99.888,95.715675,7.0
