startTime(s),fixDur,fixVel,fixDriftDisplacement,fixDriftDist,fixDriftVel,fixBCEA,sacFreq,sacAmp,sacEfficiency,sacPeakVel,sacPeakAcc,sacPeakVelAmpRatio
0.0,0.4,342.2161232166078,32.42727487535072,90.50749180497768,144.97675821468536,676.0958503100464,1.4814814814814814,68.11734829983065,0.620697458693095,3511.965613464262,113412.03067331128,87.72822567879466
1.78,0.39999999999999997,433.37792306667393,42.59135144887083,91.25770174831536,217.33824513531465,852.4416013123187,1.4851485148514851,69.01152214599063,0.5197272588159643,4307.747025467112,162639.5116214265,111.24201834753063
3.56,1.88,170.29731987936796,75.19264751531776,316.75301497562435,40.42615457812783,3069.381100759024,0.49504950495049505,35.25469364547487,0.9996989796404588,919.6673212958106,,26.086152922870813
5.34,0.8099999999999999,244.5610027935844,37.314482173520695,149.50112809752028,70.97388982777336,1439.6539198492292,1.0638297872340425,63.55487087052968,0.5562916306301712,4900.5036401725165,266086.85186402494,63.31428955548706
7.12,0.4466666666666666,229.52860916795683,19.505233110431842,80.18334222859893,79.19017502907263,536.0233772812653,1.6194331983805668,42.33158959492569,0.5744072891067047,3438.5784359496047,176446.8905946173,89.7694988773802
8.9,0.4325,266.58424289793686,21.1375259536022,80.7172552211938,77.2513143861384,437.0066071751283,2.092050209205021,38.33655046420928,0.4985682705107207,2335.5959455000116,88358.64830539336,81.48526169601328
10.68,0.28285714285714286,296.65501778929854,22.098381302608693,55.03833056613723,99.01378725660916,93.45729364848283,2.5423728813559325,36.23286791005184,0.42409404023940334,2233.8502847012987,76774.48870665664,97.9105459428228
12.46,0.2275,316.5668036400511,25.562674587841002,58.50581026441425,123.73172629681548,157.81662108635257,3.3333333333333335,60.79833719933149,0.6469071814919235,1953.6843493882213,43005.61969365206,59.53829518235823
14.24,0.2225,296.89927774286605,29.08374595069062,52.7371600132056,151.25183166579242,181.67524249303293,2.8017241379310347,77.25929391789522,0.6892026307290041,2294.7210963929556,41117.80067522953,37.89744921445409
16.02,0.3742857142857143,263.13256036735567,38.01208815158675,97.00954296108748,125.28523222182191,1203.2259555914966,2.8017241379310347,79.16263494557417,0.8286536328107794,2174.4728085733377,36991.321683101894,33.568303313968336
17.8,0.4771428571428572,279.84006831705716,42.221144135501284,122.41257038305564,120.86729692781128,1367.9090894984924,1.6260162601626016,46.40068000028125,0.6030282369901527,2971.636750940269,119808.47566998222,82.4704678044829
19.58,0.37555555555555553,273.8828088464354,40.42631190688816,97.76447674072935,130.5144094738557,1091.7232910916928,2.0,68.58552273441227,0.8058054233998009,2631.803691414263,97375.31405248443,60.92771980121749
21.36,0.326,335.22221297464046,29.764162974242474,86.56279633956024,164.78727542679255,507.3133727032102,2.0,62.238050253313396,0.7183638957356034,1679.6964328051104,33005.93114780478,50.817172675161174
23.14,0.33799999999999997,344.96298023829746,27.775411750741018,110.51912448809898,167.57865609183247,386.6100992914558,2.2,66.25703763703247,0.8276072280679988,1491.3791601040562,24255.877800493945,36.200329772426805
24.92,0.41333333333333333,289.59095265011297,33.099233203466916,112.69516348087238,159.2953302682764,335.00949012019265,2.0242914979757085,56.329867154994055,0.8440027458431011,1601.585715149918,17298.55062557929,30.20363563673572
26.7,0.3911111111111112,164.7147252437784,26.41787056188961,64.28753628231894,76.53497526951222,258.1695901454065,2.2540983606557377,52.821493547567115,0.8020425593512861,1642.8683288444356,25325.326848258595,35.37258885543159
28.48,0.35333333333333333,215.98737136017482,22.02427653136492,60.435274611144564,94.29197887270968,275.4375622195539,2.459016393442623,75.9124494796168,0.759125649027924,1941.1598224875177,42763.122298804505,34.959303252831596
30.26,0.25272727272727274,299.5225194366778,28.479571279611925,46.94119489494988,215.22454250264636,201.7943818436858,3.1120331950207465,71.68968081162696,0.699926136207045,2993.604886232522,106951.89700155889,51.537574329080904
32.04,0.21,373.79686432884597,31.62172457822305,55.80749907048925,256.3819267961747,260.6122558271449,3.125,59.638812222856394,0.6829059218308501,2898.1811109556756,123903.03721117298,53.0418340381264
33.82,0.22307692307692312,317.26275471339835,25.39303968705809,59.73983433256917,152.30588289475583,299.1222117643362,3.5864978902953584,50.99388525347586,0.6568879957651613,2826.4560967146354,115317.2725691279,56.648082963891895
35.6,0.21333333333333335,383.1227927722379,29.109100548007873,68.00929457359514,172.57717030178947,357.72345443488615,3.1779661016949152,64.39463230122165,0.6972057543847013,1888.1560252650372,56801.49716868383,40.0785261330855
37.38,0.242,365.5642772213743,26.151247946841824,74.166446502576,126.74854305132003,344.2631970168888,3.2051282051282053,71.76472387057974,0.7342174428640291,1771.5283748690258,58686.15296781796,34.400298974222636
39.16,0.3066666666666667,401.47473097241703,31.001422129935545,103.72728271594072,120.70595899324657,598.8346628625806,2.742616033755274,59.53585142381577,0.6624932639403975,2616.7304939310875,112988.35100249675,137.81828308697524
40.94,0.33,358.1134748070109,23.599912768718994,100.2383161946282,76.0782510266893,540.0210669248065,3.1779661016949152,61.90400634489752,0.8232611108640662,2469.3675466690916,87601.51027608915,123.2766169862409
42.72,0.336,291.8411344174468,18.29083429413452,70.75976350554997,76.7066806709393,269.6365604144259,2.719665271966527,81.38859449403668,0.9177830446014702,2733.1183862090943,72537.26733841274,37.92040698400942
44.5,0.38,199.33030145644858,18.477083644421505,58.81240473184356,73.95809907198223,224.04437619737487,1.829268292682927,100.42349366540232,0.7805615915849652,3149.908549097133,42926.60167953551,46.382622747925346
46.28,0.5720000000000001,238.61484254658708,33.760605606681885,96.42925778801391,95.13967296937756,492.49641384288253,1.2,62.163152618201345,0.5363246775322663,3723.417344123193,51744.23055937686,76.4604392918907
48.06,0.7850000000000001,117.74872384691467,45.03888682100376,91.37743778661456,66.03569759902906,781.7274641449509,1.0,41.706473864264005,0.44773402292887193,3949.7631249275946,78426.95140316115,90.3644202309959
49.84,0.752,133.7500898049696,43.68769042943734,105.33711381844418,70.9259463157765,829.4383061550586,1.2,48.121736356092434,0.6347307203247586,2355.786857992173,42211.157817144056,55.65193595412765
51.62,0.5142857142857143,145.3747523801873,25.757076152354944,65.77007601152256,79.36628658706823,352.4869958373476,1.6,82.38068300098539,0.8238900706141973,2278.989339237072,40775.0757420394,32.06080663826404
53.4,0.37666666666666665,161.2932021074714,25.58032665326449,49.336043473070355,91.87097071464306,234.55127884284283,1.4,91.05084435048104,0.7869929147225002,2861.9684628127548,47755.613156436666,35.51791139791789
55.18,0.57,144.0583084216763,40.00914946003183,75.03533203683632,78.37052682173751,727.0612061317075,1.4,99.89643817107368,0.5784858952548381,6613.67686702957,161136.75339154806,70.10352726690088
56.96,0.692,107.55110247754695,39.743061418758025,79.61395090707242,56.96257685162372,743.339740499743,1.2,75.6674267584915,0.5286190597119603,6971.444697898068,222338.43694361133,78.77287233074628
58.74,0.5428571428571428,116.40827880213055,22.031762738686275,60.978541362897104,46.54936715377001,192.37704976297462,1.6,62.95334013148761,0.6665943785583008,4661.413145895725,187631.02447751947,59.42817361940972
60.52,0.43000000000000005,137.34641290125052,23.492022499376937,52.68873816306685,70.47746278126598,130.9661646261594,1.8,53.746904879834766,0.910388121701065,1326.2588218847761,7315.273500544508,28.54815058232875
62.3,0.48285714285714293,129.44930021729024,24.204902203412587,52.62360358559728,73.7537252389909,139.73578168242264,1.6,47.109183000439245,0.7868265359955646,1338.787614357294,7235.929605249664,46.48044934548308
64.08,0.82,131.118695974942,39.42299396287062,100.92855585555895,52.88281934271199,633.3656351558344,1.2195121951219512,28.531477520050398,0.535360767717245,2141.778709171204,48683.83829826024,134.8671133584257
65.86,0.6559999999999999,241.6105914968342,49.08540159586302,108.98864699232377,141.35879973057786,777.3406219219519,1.4227642276422765,25.224280249043577,0.3394029385410367,3508.497469674439,95796.72455752752,243.47477117618655
67.64,0.5666666666666668,224.01758255113126,45.098141392633515,98.47544556086791,128.84943023496325,722.3677706260147,1.4227642276422765,33.55030676411024,0.4610055445540172,5182.177024326499,197564.58086999168,241.39245323138965
69.42,0.5714285714285714,172.4021992716777,21.498205916093845,62.02655939367763,97.57109284670709,277.38514959988544,1.4,52.991262825918525,0.7427119273381017,3521.1362214315377,147683.0887770408,66.3593210644084
71.2,0.5466666666666667,141.69380985273895,30.90497845585797,61.099671259138894,87.5143416123815,283.48776710366013,1.4,56.16336374072302,0.8635771348964205,3193.737061943568,90266.04789552116,53.62272886232688
72.98,0.6119999999999999,155.02306532967228,30.32324485326088,79.38965631990465,91.28130326657478,299.9329867502439,1.2,79.71754117363402,0.855223211016623,3410.2683263243125,65027.11044891134,33.18016655339252
74.76,1.1733333333333333,107.85437153665043,31.027524061250375,123.42313454511297,41.836815710897085,534.0152322585312,0.8,83.85566910441973,0.3021027945213075,11268.153476875948,280511.0731026071,196.66815473157743
76.54,1.1199999999999999,101.59756799984298,33.27872527776349,106.97222686643232,43.82551912342971,444.1621948864872,0.8,79.06258789175493,0.0660119163309496,11707.253383599385,281706.5469309969,227.77853469791603
78.32,0.784,98.69727229089008,23.619419233557796,76.13183397166142,37.36842940523549,291.62117236403174,1.2,55.66205370219723,0.52020600650768,6301.986370194531,213523.8878709665,154.69417671781525
80.1,0.5299999999999999,122.13204941159425,14.907101392593042,59.03420865315355,30.433909762451677,188.36239922575035,1.4,59.4662676823851,0.8631525821059955,1656.888663326375,13194.257325726823,44.85671686072847
81.88,0.40444444444444444,164.8109810205007,23.6994194190778,53.79055930377509,74.47616225006578,223.28131588431572,2.0,84.62134743969578,0.9874450363234615,1677.3481963867769,24312.083052889797,27.209722794878523
83.66,0.4057142857142857,215.70266981625804,33.835924216898825,62.036934940688994,122.41586947383414,341.13052302531713,1.6,86.32305714859109,0.751641369744205,3308.0516787839083,77155.60812779785,49.47752399870386
85.44,0.42571428571428566,269.6400007069336,54.64740064998773,99.21438812141186,149.93813647928505,1124.079032792664,1.4,113.71554471802514,0.6055706267339881,4115.702853764238,91025.17366690758,52.686451551648965
87.22,0.44000000000000006,308.69438289540244,77.44596268684656,121.1959706158337,204.1829368761232,1544.4088966937354,1.2,222.20055628336965,0.3815392214342234,7044.942574792552,161525.60521264884,55.232915227509245
89.0,0.365,258.20613759776217,57.77748057940146,81.4589565568113,181.44496204150886,587.3989991492704,1.2048192771084338,294.77313828571613,0.540693540777308,6478.0604672375175,151573.6083480668,23.473207977999174
90.78,0.22000000000000003,255.65289031274534,41.01861711944572,45.21893935120839,231.97677227077145,215.95626312504055,1.2987012987012987,277.69353070944555,0.8036866869640105,3991.924938114297,76373.68090650413,19.598009218324002
92.56,0.12,375.4303789877505,31.434378972804584,37.54303789877504,314.34378972804586,191.2101746225271,0.5681818181818182,45.20893797206875,0.9999127369530472,1147.868477142016,,25.390264707071953
94.34,0.7399999999999999,201.40001420894563,44.048183408839975,90.4424282623001,135.9808486273938,471.67294686065037,0.8547008547008548,48.762652540964666,0.9998910763891651,1233.7910395001386,1164.2788510628748,25.308038556784133
96.12,0.42,115.8519005974271,17.353575860999904,46.34076023897084,43.38393965249976,72.56312464035236,0.49504950495049505,52.31636710986058,0.999869415825283,1319.7136018582612,1164.2788510628748,25.225812406496313
97.9,0.255,173.2025506763637,26.27339337888348,40.251614139572666,113.38234325541217,249.27873678553726,1.8987341772151898,186.21767459847266,0.9986858391406876,3184.701892738845,45368.63769399096,19.667344556953
99.68,0.26666666666666666,167.0778851024501,19.22737811130846,38.892225113230026,81.6861054465737,187.75711587509088,2.4038461538461537,140.07636624429267,0.8582495815511784,2506.668345952734,37669.61097645829,23.630500366156788
101.46,0.284,226.93761604248203,26.22734964972628,57.8998800603815,105.85718084750945,311.4622129156445,2.4861878453038675,90.65397902006222,0.9204158073266636,1827.2540564205394,30388.482836784187,31.848449765868434
103.24,0.4166666666666667,279.53935845353254,37.48664140467314,95.2108964925216,109.56517735191402,685.311497341878,1.3440860215053763,29.060730247038112,0.8587948685644726,1046.6420638459745,8545.098417761876,42.56426318024991
105.02,0.45333333333333337,525.8265170440135,73.30079294442963,127.2997009204197,380.02382805858787,1149.027242549327,1.2,114.41281709886641,0.7243564677035778,3388.317472636489,128594.34818494461,37.81057782715867
106.8,0.4000000000000001,769.6253879958466,111.07441501074511,137.84112063956482,649.8607438618277,1248.3547019120065,0.8130081300813008,183.63538201133406,0.3389418043419943,7966.093465424773,179316.83125990524,118.05467020014193
108.58,0.3866666666666667,466.27332934315154,76.51752839955905,96.86913104677534,389.24239668913015,724.4595477847478,1.4227642276422765,124.68349817037605,0.6583147278733269,4269.325778091063,88006.2353792882,72.47717353558821
110.36,0.36333333333333334,198.96264831983697,43.80503932267266,65.42939808300679,120.51736419204833,242.29377764260926,1.4227642276422765,112.34696247864339,0.6473372147854682,3560.5816101278,60163.75310417971,32.18147731487019
112.14,0.5333333333333333,193.80840058445503,45.732497438763716,96.82801235423919,82.08346208547032,816.2051072127209,1.4,85.68705993029793,0.6688455856584034,3317.99288269189,58074.08646580962,39.02121463920276
113.92,0.455,177.3685872634885,33.74170596575885,79.10654793646839,65.63760453735958,604.2645969912638,1.6,116.99362726951995,0.8930752009351821,3221.6024602190964,44727.38010370688,29.213750328265682
115.7,0.34545454545454546,185.43460818455046,27.265630640346714,56.60029729083462,85.97126829900209,279.2952343196071,2.4,124.97486405845217,0.9184617237140326,2418.557905166147,13952.7679527997,27.125119691546818
117.48,0.395,201.90118893155966,30.19591459298728,69.63440209466627,97.49711208419828,301.9080772272057,1.8,140.129680567271,0.7830055118934998,3327.308267340329,37222.78505548451,81.34241499098519
119.26,0.66,187.4860033597007,29.767532144666205,100.1937197532456,67.57961791273239,637.9139912420673,1.2,113.99172321366383,0.5668979317801303,3252.664562285933,44917.934090267925,114.87043961954583
121.04,0.835,189.6725463797796,51.05712524651233,134.32882889361554,90.65755267454604,1260.1555381218766,1.2195121951219512,57.64853980039783,0.5791179491297523,4004.156993937664,134203.86077553054,128.0252215022866
122.82,0.685,224.8757293699364,54.37572798407265,140.92147294804647,109.65866850259815,1013.62428900039,1.0373443983402488,65.1727312060162,0.8156660591897176,3260.7248765588724,122476.25332551822,46.51024770062408
124.6,0.756,191.02216223174847,47.152137627579535,142.71795724909717,69.78573940154389,807.5798458132929,1.2448132780082988,45.52031259561739,0.8489685618115863,2702.555391375391,173365.19581220284,47.68976032713968
126.38,0.975,171.21486098781685,51.00100991150114,152.20218905350066,71.3386468129206,964.663815197433,0.8163265306122448,45.373321938830784,0.967229357353534,979.3245995623804,9188.308453372025,28.177806142073308
128.16,1.135,169.94330665503736,44.24458910601569,161.85978360917008,58.07495170044473,1083.8149386245386,0.8,40.97890314195262,0.8169542558890015,1108.6988515072433,5562.02009235775,34.53790156201345
129.94,0.4566666666666667,291.8861930945114,46.82237149282049,83.77759160409498,199.7356696144435,662.3358546508922,1.8442622950819672,49.87835971285157,0.8233298850676438,1315.0921220248958,26588.884080457803,32.23183613834018
131.72,0.3457142857142857,274.88757960911096,44.43560621766179,71.12210517994474,185.03266409408383,573.958174261278,2.0491803278688523,49.469112453407305,0.7551913467689082,2470.6303412049174,82439.40273970261,51.21067057663406
133.5,0.6,211.9097619916607,48.13312860384029,108.19382369797187,108.28209261502131,1024.2397782901542,1.4170040485829958,41.22244821204762,0.834847799365524,2756.8241138765916,101694.80108643888,59.93764658525981
135.28,0.728,176.78794402761844,44.72964493149401,120.29286846414387,75.9919407423494,1199.3937183864225,1.4170040485829958,36.027084725004336,0.725868733113345,3782.961926100994,238625.6209966721,80.78345249910875
