startTime(s),edaKurtosis,edaSkewness,edaMean,edaRMSms,edaIntegral,edaPotency,edaActivity,edaMobility,edaComplexity
0.0,-0.7330675400114397,-0.08858190880106281,0.00073873304267957,0.0010541307733711641,0.0008655591858391598,1.1111916873680884e-06,5.654651790214728e-07,0.047928389268887504,2.5118421314913744
3.515625,0.831316551423543,0.9845782717209021,0.00048772179408690896,0.0010992556492749577,0.0008009675177775864,1.208362982462909e-06,9.704904340355556e-07,0.04528370757994152,2.1450695532924144
7.03125,-0.2122146340427551,-0.6486140481580533,-0.00010624483734414374,0.0011162551519143583,0.0009140040611822929,1.2460255641753473e-06,1.2347375987130637e-06,0.03870244841290085,2.6146583466976145
10.546875,0.5169332875087806,-1.163702377192562,0.0009765257559059375,0.0012601531869511483,0.001176284461777241,1.587986054583136e-06,6.343835026354734e-07,0.04154525047587358,2.4126103450802217
14.0625,0.6687511766601006,0.949180302260427,-0.0005725981241722839,0.0011185973570047765,0.000998076592321011,1.2512600470980712e-06,9.233914352924527e-07,0.037993958600640254,2.7406520802692613
17.578125,-0.7676942408651057,0.2844905106504595,-0.0006395108347596304,0.0007362704362000493,0.0006498318616188926,5.420941552222109e-07,1.3312004744725158e-07,0.07802480832293067,1.5053543293009453
21.09375,0.2694751743689485,-0.9135875463562899,-0.0009120196647238492,0.0011221973616423867,0.0009157316133409016,1.2593269184771336e-06,4.2754704963413125e-07,0.06748957342565604,1.7702887067886155
24.609375,0.3083935639153723,1.1986166807544996,-0.00032731743792543315,0.001972463715192888,0.001659762612126579,3.89061310775253e-06,3.7834764025824605e-06,0.03198112358959098,3.4983431279776367
28.125,-1.104686984259066,-0.15405338363238752,0.0026518880428920825,0.002962856277723896,0.0026567683984552175,8.778517322447898e-06,1.7460071304138988e-06,0.043534034919541297,2.283581876866062
31.640625,0.6254941551216415,-1.2738493606726942,1.837415067669143e-06,0.0034711017516287756,0.002692503950979885,1.2048547370160354e-05,1.2048543994066221e-05,0.02086953731338992,3.7202877160150427
35.15625,0.24638508471609732,-0.7933643922663474,-0.0021421532445254,0.0034712394272908773,0.002588448429179398,1.2049503161578697e-05,7.460682638547999e-06,0.037660995184782484,2.2767519089843824
38.671875,-1.1151955379564609,-0.0454256726483755,0.0009734597270263122,0.003006935038398108,0.0025592692790520313,9.041658325146233e-06,8.09403448500409e-06,0.02859056009651454,3.1223158195425014
